Time	Watts			
				
0	6.6		13.02333333	6.021111111
1	0		19.04444444	
2	13			
3	23.5			
4	16.7			
5	11.1			
6	11			
7	11			
8	11.1			
9	21.6			
10	11.1			
11	11			
12	11			
13	10.9			
14	11.1			
15	21.6			
16	10.9			
17	10.9			
18	10.9			
19	11			
20	11.2			
21	21.2			
22	10.9			
23	10.9			
24	10.9			
25	10.9			
26	11.2			
27	20.8			
28	10.9			
29	10.9			
30	10.9			
31	10.9			
32	11.1			
33	20.6			
34	11.1			
35	11.1			
36	11.1			
37	11			
38	11.3			
39	20.6			
40	10.9			
41	10.8			
42	10.8			
43	10.8			
44	11.2			
45	20.2			
46	10.7			
47	10.7			
48	10.7			
49	10.7			
50	11.1			
51	20.4			
52	10.5			
53	10.5			
54	10.6			
55	10.7			
56	11			
57	20			
58	10.7			
59	10.7			
60	10.8			
61	10.7			
62	11.1			
63	20.2			
64	11.1			
65	11.1			
66	11.1			
67	11			
68	11.4			
69	20.2			
70	11.3			
71	11.2			
72	11.1			
73	11.1			
74	11.4			
75	20			
76	10.9			
77	10.8			
78	10.8			
79	10.9			
80	11.3			
81	19.8			
82	10.7			
83	10.8			
84	10.8			
85	10.9			
86	11.2			
87	19.2			
88	11.1			
89	11.1			
90	11.1			
91	11			
92	11.4			
93	19.8			
94	11.1			
95	11.1			
96	11			
97	11			
98	11.3			
99	19.6			
100	11.1			
101	11.1			
102	11			
103	11			
104	11.4			
105	19.6			
106	10.7			
107	10.7			
108	10.7			
109	10.7			
110	11.2			
111	19			
112	11.1			
113	11			
114	11			
115	11			
116	11.5			
117	18.5			
118	18.2			
119	17.7			
120	17.1			
121	16.6			
122	16.5			
123	17			
124	16.4			
125	15.8			
126	15.3			
127	14.8			
128	14.9			
129	15.5			
130	15			
131	14.6			
132	14.1			
133	13.8			
134	13.9			
135	19.2			
136	10.7			
137	10.7			
138	10.7			
139	10.7			
140	11.2			
141	18.5			
142	10.7			
143	10.7			
144	10.8			
145	10.8			
146	11.3			
147	18.7			
148	10.7			
149	10.7			
150	10.8			
151	10.8			
152	11.4			
153	19.6			
154	12.2			
155	12			
156	11.8			
157	11.7			
158	12.1			
159	17.9			
160	11.1			
161	11.1			
162	11			
163	10.9			
164	11.5			
165	18.1			
166	11.1			
167	11			
168	11			
169	10.9			
170	11.5			
171	17.9			
172	10.9			
173	10.8			
174	10.7			
175	10.8			
176	11.4			
177	17.7			
178	10.7			
179	10.6			
180	10.7			
181	10.7			
182	16.1			
183	16.3			
184	11.1			
185	11.1			
186	11.2			
187	11.1			
188	11.7			
189	17.5			
190	11.1			
191	11			
192	11			
193	10.9			
194	11.6			
195	17.5			
196	10.7			
197	10.7			
198	10.7			
199	10.8			
200	16.9			
201	16.9			
202	10.5			
203	10.6			
204	10.6			
205	10.7			
206	17.1			
207	17			
208	10.7			
209	10.7			
210	10.8			
211	10.7			
212	17.1			
213	16.9			
214	10.7			
215	10.7			
216	10.7			
217	10.8			
218	17.5			
219	17.2			
220	11.1			
221	11			
222	11			
223	11			
224	17.9			
225	17.6			
226	10.7			
227	10.7			
228	10.6			
229	10.7			
230	18.7			
231	18.2			
232	10.9			
233	10.8			
234	10.8			
235	10.9			
236	18.5			
237	18			
238	10.3			
239	10.3			
240	10.4			
241	10.5			
242	19.2			
243	18.5			
244	10.5			
245	10.5			
246	10.6			
247	10.6			
248	19.4			
249	18.8			
250	10.9			
251	10.9			
252	10.8			
253	10.8			
254	19.8			
255	14.2			
256	13.7			
257	13.4			
258	13.1			
259	12.8			
260	20			
261	13.6			
262	13.2			
263	13			
264	12.8			
265	12.6			
266	19.8			
267	14.2			
268	13.7			
269	13.4			
270	13.1			
271	12.9			
272	19.6			
273	14.2			
274	13.7			
275	13.4			
276	13.1			
277	12.8			
278	20			
279	13			
280	12.8			
281	12.5			
282	12.3			
283	12.1			
284	20			
285	19.5			
286	11.3			
287	11.2			
288	11.2			
289	11.1			
290	20.6			
291	13.2			
292	12.9			
293	12.6			
294	12.4			
295	12.2			
296	20.6			
297	13.6			
298	13.2			
299	12.9			
300	12.7			
301	12.5			
302	21.2			
303	21.1			
304	20.7			
305	20.6			
306	20.6			
307	21.1			
308	20.9			
