Time	Watts			
				
0	7		17.061	4.153285714
1	6.6		21.21428571	
2	13.4			
3	19.2			
4	19.1			
5	24.3			
6	19			
7	18.9			
8	18.9			
9	18.8			
10	18.9			
11	19.5			
12	19.5			
13	19.3			
14	19.1			
15	19			
16	19.1			
17	19.7			
18	19.5			
19	19.3			
20	19.3			
21	19.6			
22	19.7			
23	20.1			
24	20.2			
25	20.6			
26	21			
27	21.3			
28	21.6			
29	22			
30	22.3			
31	22.4			
32	22.5			
33	22.6			
34	22.8			
35	23			
36	23.3			
37	22.7			
38	22.1			
39	21.7			
40	21.3			
41	21.3			
42	21.4			
43	21			
44	20.6			
45	20.3			
46	20.1			
47	20.2			
48	20.4			
49	20.1			
50	20			
51	19.8			
52	19.6			
53	19.8			
54	20.1			
55	19.9			
56	19.7			
57	19.5			
58	19.3			
59	19.7			
60	19.9			
61	19.7			
62	19.5			
63	19.4			
64	19.2			
65	19.6			
66	19.8			
67	19.6			
68	19.5			
69	19.3			
70	19.2			
71	19.7			
72	19.8			
73	19.6			
74	19.5			
75	19.3			
76	19.2			
77	19.8			
78	19.8			
79	19.6			
80	19.5			
81	19.4			
82	19.3			
83	19.8			
84	19.8			
85	19.7			
86	19.5			
87	19.4			
88	19.3			
89	19.8			
90	19.7			
91	19.5			
92	19.4			
93	19.2			
94	19.1			
95	19.7			
96	19.6			
97	19.5			
98	19.3			
99	19.2			
100	19.5			
101	20.1			
102	19.9			
103	19.7			
104	19.6			
105	19.5			
106	19.6			
107	20.1			
108	19.8			
109	19.6			
110	19.5			
111	19.3			
112	19.5			
113	19.9			
114	19.7			
115	19.6			
116	19.4			
117	19.3			
118	19.6			
119	20			
120	19.8			
121	19.6			
122	13			
123	12.7			
124	18.1			
125	17.9			
126	10.9			
127	10.8			
128	10.8			
129	10.8			
130	20.6			
131	14.6			
132	14.1			
133	13.7			
134	13.3			
135	13.2			
136	21			
137	12.2			
138	12			
139	11.8			
140	11.7			
141	12			
142	20.4			
143	10.7			
144	10.8			
145	10.8			
146	10.8			
147	16.7			
148	16.9			
149	11.1			
150	11.1			
151	11			
152	11			
153	19.4			
154	18.8			
155	11.1			
156	11			
157	11			
158	11.2			
159	19.2			
160	13.6			
161	13.2			
162	12.9			
163	12.6			
164	13			
165	20			
166	10.9			
167	10.9			
168	10.9			
169	10.8			
170	16.3			
171	16.6			
172	10.5			
173	10.5			
174	10.6			
175	10.8			
176	16.7			
177	16.7			
178	10.5			
179	10.5			
180	10.6			
181	11.2			
182	17.1			
183	16.7			
184	10.7			
185	10.7			
186	10.8			
187	15.9			
188	16.1			
189	15.6			
190	15			
191	14.5			
192	14.1			
193	14.2			
194	14.7			
195	14.3			
196	13.8			
197	13.5			
198	13.5			
199	13.5			
200	19.2			
201	10.7			
202	10.7			
203	10.7			
204	11.2			
205	11.4			
206	17.3			
207	10.7			
208	10.7			
209	10.7			
210	16.5			
211	16.2			
212	16.1			
213	15.5			
214	14.9			
215	14.7			
216	14.8			
217	15.4			
218	15.1			
219	14.6			
220	14.2			
221	14.2			
222	14			
223	14.5			
224	14.1			
225	13.7			
226	13.3			
227	13.7			
228	13.3			
229	19			
230	11.5			
231	11.4			
232	11.4			
233	11.9			
234	11.8			
235	18.3			
236	10.7			
237	10.7			
238	11			
239	11.2			
240	11.6			
241	12.1			
242	12			
243	11.8			
244	12.2			
245	12.1			
246	17.3			
247	17.9			
248	18.4			
249	18.5			
250	18.9			
251	18.8			
252	19.2			
253	19.3			
254	19.2			
255	19.1			
256	19.3			
257	19.3			
258	19.7			
259	19.6			
260	19.5			
261	19.6			
262	19.6			
263	19.4			
264	19.9			
265	19.7			
266	19.5			
267	19.7			
268	19.5			
269	19.3			
270	19.7			
271	19.5			
272	19.4			
273	19.6			
274	19.5			
275	19.5			
276	19.8			
277	19.6			
278	19.5			
279	19.6			
280	19.5			
281	19.6			
282	19.8			
283	19.5			
284	19.5			
285	19.5			
286	19.4			
287	19.6			
288	19.6			
289	19.4			
290	19.5			
291	19.4			
292	19.3			
293	19.6			
294	19.5			
295	19.4			
296	19.6			
297	19.4			
298	19.3			
299	19.7			
300	19.6			
301	19.5			
302	19.8			
303	20.2			
304	20.5			
305	21.1			
306	21.4			
307	21.7			
308	21.9			
309	22			
310	22.1			
311	22.4			
312	22.6			
313	22.2			
