Time	Watts																	
																		
0	0.6		13.15266667	8.097333333														0
1	6.4		21.25															0
2	6.2																	0
3	14.6																	0
4	14.9																	0
5	15																	0
6	14.4																	0
7	13.9																	0
8	13.6																	0
9	13.3																	0
10	18.5																	0
11	18																	0
12	10.7																	0
13	10.7																	0
14	10.7																	0
15	10.7																	0
16	18.7																	0
17	13.4																	0
18	13.1																	0
19	12.8																	0
20	12.5																	0
21	12.3																	0
22	19.4																	0
23	13.2																	0
24	13.5																	0
25	13.3																	0
26	13.1																	0
27	12.8																	0
28	21																	0
29	12.4																	0
30	12.2																	0
31	12																	0
32	11.9																	0
33	11.8																	0
34	21.6																	0
35	10.9																	0
36	10.8																	0
37	10.7																	0
38	10.8																	0
39	10.8																	0
40	21.8																	0
41	10.5																	0
42	10.5																	0
43	10.6																	0
44	10.6																	0
45	10.8																	0
46	21																	0
47	10.3																	0
48	10.4																	0
49	10.5																	0
50	10.5																	0
51	10.8																	0
52	20.4																	0
53	11.1																	0
54	11																	0
55	11																	0
56	10.9																	0
57	11.1																	0
58	19.8																	0
59	11.1																	0
60	11.1																	0
61	11.1																	0
62	11.1																	0
63	11.5																	0
64	18.7																	0
65	10.9																	0
66	10.8																	0
67	10.7																	0
68	10.8																	0
69	11.4																	0
70	17.5																	0
71	10.9																	0
72	10.9																	0
73	11																	0
74	10.9																	0
75	17.1																	0
76	17																	0
77	10.9																	0
78	10.9																	0
79	10.9																	0
80	10.9																	0
81	17.7																	0
82	17.4																	0
83	10.9																	0
84	10.9																	0
85	10.9																	0
86	10.8																	0
87	17.7																	0
88	17.2																	0
89	11.1																	0
90	11																	0
91	11																	0
92	11																	0
93	19.8																	0
94	13.8																	0
95	13.4																	0
96	13.1																	0
97	12.8																	0
98	12.5																	0
99	20.8																	0
100	12.4																	0
101	12.1																	0
102	12																	0
103	11.8																	0
104	11.7																	0
105	21.4																	0
106	11.3																	0
107	11.2																	0
108	11.2																	0
109	11.2																	0
110	11.1																	0
111	21.4																	0
112	10.3																	0
113	10.4																	0
114	10.4																	0
115	10.5																	0
116	10.5																	0
117	21																	0
118	10.9																	0
119	10.8																	0
120	10.9																	0
121	10.9																	0
122	11.2																	0
123	20.6																	0
124	11.1																	0
125	11.1																	0
126	11																	0
127	11																	0
128	11.4																	0
129	19.6																	0
130	10.9																	0
131	10.9																	0
132	10.8																	0
133	10.9																	0
134	11.3																	0
135	18.3																	0
136	10.5																	0
137	10.5																	0
138	10.5																	0
139	10.5																	0
140	15.9																	0
141	16																	0
142	10.7																	0
143	10.7																	0
144	10.7																	0
145	10.8																	0
146	16.1																	0
147	16.1																	0
148	15.4																	0
149	14.9																	0
150	14.4																	0
151	13.9																	0
152	14.4																	0
153	14.5																	0
154	14.1																	0
155	13.6																	0
156	13.3																	0
157	13																	0
158	19																	0
159	18.3																	0
160	10.9																	0
161	10.8																	0
162	10.7																	0
163	10.8																	0
164	20.4																	0
165	12.6																	0
166	12.3																	0
167	12.1																	0
168	12.1																	0
169	12.1																	0
170	21.2																	0
171	11.5																	0
172	11.4																	0
173	11.4																	0
174	11.3																	0
175	11.3																	0
176	21.4																	0
177	11.1																	0
178	11.1																	0
179	11.1																	0
180	11.1																	0
181	11.1																	0
182	21.8																	0
183	11.1																	0
184	11																	0
185	11																	0
186	11																	0
187	11.1																	0
188	20.8																	0
189	11.1																	0
190	11																	0
191	11																	0
192	10.9																	0
193	11.3																	0
194	19.6																	0
195	10.7																	0
196	10.7																	0
197	10.6																	0
198	10.7																	0
199	11.1																	0
200	18.7																	0
201	10.5																	0
202	10.5																	0
203	10.5																	0
204	10.5																	0
205	11.1																	0
206	17.5																	0
207	11.1																	0
208	11.1																	0
209	11																	0
210	11																	0
211	16.3																	0
212	16.2																	0
213	21.8																	0
214	21.4																	0
215	11.1																	0
216	11																	0
217	17.5																	0
218	17.3																	0
219	10.9																	0
220	10.9																	0
221	10.8																	0
222	10.9																	0
223	18.5																	0
224	18																	0
225	10.9																	0
226	10.9																	0
227	10.9																	0
228	10.9																	0
229	20																	0
230	13.6																	0
231	13.2																	0
232	13																	0
233	12.7																	0
234	12.5																	0
235	20.8																	0
236	11.8																	0
237	11.6																	0
238	11.5																	0
239	11.4																	0
240	11.4																	0
241	22																	0
242	10.7																	0
243	10.7																	0
244	10.8																	0
245	10.8																	0
246	10.8																	0
247	21.2																	0
248	10.3																	0
249	10.4																	0
250	10.4																	0
251	10.5																	0
252	10.7																	0
253	19.6																	0
254	11.3																	0
255	11.2																	0
256	11.2																	0
257	11.2																	0
258	11.5																	0
259	19.4																	0
260	10.7																	0
261	10.7																	0
262	10.6																	0
263	10.6																	0
264	11.2																	0
265	17.9																	0
266	10.9																	0
267	10.8																	0
268	10.7																	0
269	10.8																	0
270	16.1																	0
271	16.2																	0
272	11.1																	0
273	11																	0
274	11.1																	0
275	11.1																	0
276	17.5																	0
277	17.2																	0
278	10.3																	0
279	10.4																	0
280	10.4																	0
281	10.5																	0
282	18.1																	0
283	17.5																	0
284	11.1																	0
285	11.1																	0
286	11																	0
287	11																	0
288	19.6																	0
289	14.4																	0
290	22.7																	0
291	22.2																	0
292	21.7																	0
293	21.2																	0
294	21.4																	0
295	16.1																	0
296	15.4																	0
297	14.9																	0
298	14.4																	0
299	14																	0
300	20.8																	0
301	12.8																	0
302	12.7																	0
303	19.6																	0
304	19.5																	0
305	19.7																	0
306	25.3																	0
307	25.1																	0
308	24.7																	0
309	24.3																	0
310	23.7																	0
311	23.2																	0
312	23.1																	0
313	23																	0
