Time	Watts			
				
0	7		15.15033333	4.26216667
1	0		19.4125	
2	6.4			
3	20.2			
4	20.4			
5	20.4			
6	20.2			
7	20			
8	19.7			
9	19.7			
10	19.8			
11	19.9			
12	19.7			
13	19.5			
14	19.3			
15	19.4			
16	19.6			
17	19.6			
18	19.5			
19	19.2			
20	19			
21	19.3			
22	19.5			
23	19.4			
24	19.2			
25	10.7			
26	10.7			
27	19			
28	18.5			
29	10.3			
30	10.2			
31	10.3			
32	10.4			
33	18.5			
34	18.1			
35	10.5			
36	10.5			
37	10.5			
38	10.9			
39	17.3			
40	16.7			
41	10.1			
42	10.1			
43	10.2			
44	15.5			
45	15.8			
46	10.5			
47	10.4			
48	10.5			
49	10.5			
50	17.9			
51	17.6			
52	10.7			
53	10.7			
54	10.6			
55	10.7			
56	20			
57	13.6			
58	13.2			
59	12.9			
60	12.5			
61	12.4			
62	21			
63	11.8			
64	11.6			
65	11.5			
66	11.4			
67	11.7			
68	19.8			
69	10.5			
70	10.5			
71	10.4			
72	10.4			
73	11			
74	16.3			
75	10.7			
76	10.6			
77	10.7			
78	10.7			
79	18.3			
80	17.8			
81	11.1			
82	11			
83	10.9			
84	10.8			
85	19.4			
86	11.8			
87	11.5			
88	11.3			
89	11.3			
90	11.2			
91	21.2			
92	10.5			
93	10.4			
94	10.3			
95	10.3			
96	10.4			
97	20.6			
98	10.9			
99	10.8			
100	10.8			
101	10.8			
102	11.1			
103	18.3			
104	10.5			
105	10.5			
106	10.4			
107	10.4			
108	15.9			
109	15.9			
110	10.5			
111	10.4			
112	10.4			
113	10.5			
114	17.5			
115	17.1			
116	10.7			
117	10.7			
118	10.6			
119	10.5			
120	19.6			
121	12.4			
122	12.1			
123	12			
124	11.8			
125	11.7			
126	21.2			
127	10.9			
128	10.9			
129	10.9			
130	10.8			
131	10.8			
132	21.4			
133	10.5			
134	10.5			
135	10.5			
136	10.5			
137	10.6			
138	20			
139	10.5			
140	10.5			
141	10.4			
142	10.4			
143	10.7			
144	18.3			
145	10.5			
146	10.4			
147	10.4			
148	10.4			
149	15.7			
150	15.7			
151	10.3			
152	10.3			
153	10.2			
154	10.3			
155	17.1			
156	16.8			
157	10.7			
158	10.7			
159	10.6			
160	10.6			
161	18.1			
162	12.6			
163	12.3			
164	12.1			
165	11.9			
166	11.8			
167	20.8			
168	11.1			
169	11			
170	10.9			
171	10.9			
172	10.8			
173	20.8			
174	10.5			
175	10.5			
176	10.5			
177	10.5			
178	10.7			
179	20.2			
180	10.5			
181	10.5			
182	10.5			
183	10.6			
184	10.9			
185	18.5			
186	10.7			
187	10.6			
188	10.6			
189	10.6			
190	11.2			
191	16.7			
192	10.5			
193	10.4			
194	10.4			
195	10.5			
196	16.5			
197	16.3			
198	10.7			
199	10.7			
200	10.7			
201	10.7			
202	18.3			
203	13			
204	12.6			
205	12.4			
206	12.4			
207	21.8			
208	22			
209	21.9			
210	21.4			
211	21			
212	20.7			
213	20.6			
214	20.9			
215	20.7			
216	20.4			
217	20.1			
218	19.9			
219	19.7			
220	20.2			
221	20			
222	19.7			
223	19.5			
224	19.3			
225	19.2			
226	19.8			
227	19.5			
228	19.3			
229	19.1			
230	19			
231	19.1			
232	19.7			
233	19.5			
234	19.3			
235	19.2			
236	19.1			
237	19			
238	19.6			
239	19.4			
240	19.2			
241	19.1			
242	19			
243	19			
244	19.5			
245	19.4			
246	19.3			
247	19.1			
248	19			
249	19.1			
250	19.6			
251	19.4			
252	19.2			
253	19			
254	18.8			
255	18.9			
256	19.2			
257	19.1			
258	18.9			
259	18.8			
260	18.7			
261	19			
262	19.3			
263	19.2			
264	19.1			
265	18.9			
266	18.8			
267	19			
268	19.2			
269	19			
270	18.8			
271	18.7			
272	18.6			
273	19			
274	19.2			
275	19			
276	18.8			
277	18.7			
278	18.7			
279	19.1			
280	19.2			
281	19.1			
282	18.9			
283	18.9			
284	18.8			
285	19.3			
286	19.4			
287	19.2			
288	19.1			
289	19			
290	19			
291	19.6			
292	19.5			
293	19.2			
294	19.1			
295	19			
296	18.9			
297	24.1			
298	18.5			
299	18.4			
300	18.4			
301	18.4			
302	18.9			
303	25.9			
304	25.5			
305	25.1			
306	19.2			
307	3.9			
