Time	Watts																	
																		
0	5.6		17.504	3.56742857														0
1	5.5		21.07142857															0
2	5.4																	0
3	5.7																	0
4	23.3																	0
5	17.3																	0
6	24.9																	0
7	24.6																	0
8	24.1																	0
9	24																	0
10	24.2																	0
11	17.5																	0
12	17.4																	0
13	17.4																	0
14	17.9																	0
15	18.1																	0
16	23.7																	0
17	16.1																	0
18	16																	0
19	16.3																	0
20	16.6																	0
21	17.1																	0
22	17.3																	0
23	17																	0
24	16.7																	0
25	17																	0
26	16.9																	0
27	22.7																	0
28	15.9																	0
29	15.7																	0
30	15.6																	0
31	16.1																	0
32	16																	0
33	23.1																	0
34	15																	0
35	15																	0
36	15.1																	0
37	15.5																	0
38	15.7																	0
39	21																	0
40	14.8																	0
41	14.8																	0
42	15.2																	0
43	15.3																	0
44	15.9																	0
45	16.3																	0
46	16.4																	0
47	16.2																	0
48	16.6																	0
49	16.4																	0
50	22.5																	0
51	15.5																	0
52	15.4																	0
53	15.4																	0
54	15.9																	0
55	15.8																	0
56	22.9																	0
57	15.2																	0
58	15.5																	0
59	15.8																	0
60	15.9																	0
61	16																	0
62	21.4																	0
63	15.2																	0
64	15.1																	0
65	15.7																	0
66	15.7																	0
67	16																	0
68	16.4																	0
69	16.3																	0
70	16.2																	0
71	16.6																	0
72	16.4																	0
73	21.6																	0
74	20.9																	0
75	15.5																	0
76	15.7																	0
77	15.9																	0
78	15.8																	0
79	23.1																	0
80	14.6																	0
81	14.6																	0
82	19.8																	0
83	19.2																	0
84	18.7																	0
85	19.2																	0
86	18.6																	0
87	18.3																	0
88	18.4																	0
89	18																	0
90	18																	0
91	18.2																	0
92	17.9																	0
93	17.8																	0
94	17.8																	0
95	17.4																	0
96	17.7																	0
97	17.7																	0
98	17.3																	0
99	17.5																	0
100	17.3																	0
101	17																	0
102	22.5																	0
103	15.7																	0
104	15.5																	0
105	16																	0
106	16																	0
107	15.8																	0
108	23.1																	0
109	15.2																	0
110	15.4																	0
111	15.7																	0
112	15.7																	0
113	15.7																	0
114	22																	0
115	14.8																	0
116	15.4																	0
117	15.3																	0
118	15.3																	0
119	15.6																	0
120	16.1																	0
121	16																	0
122	16.5																	0
123	16.3																	0
124	16.1																	0
125	21.2																	0
126	20.7																	0
127	20.3																	0
128	19.9																	0
129	19.3																	0
130	18.7																	0
131	19.2																	0
132	18.7																	0
133	18.8																	0
134	18.4																	0
135	18																	0
136	17.6																	0
137	22.9																	0
138	22.4																	0
139	22.1																	0
140	15.2																	0
141	15.1																	0
142	15.4																	0
143	20.8																	0
144	20.2																	0
145	20																	0
146	19.6																	0
147	19																	0
148	19.1																	0
149	19																	0
150	19																	0
151	18.6																	0
152	18.1																	0
153	17.7																	0
154	18.3																	0
155	18																	0
156	18.2																	0
157	17.8																	0
158	17.4																	0
159	17.1																	0
160	23.3																	0
161	16.5																	0
162	16.7																	0
163	16.5																	0
164	16.4																	0
165	16.4																	0
166	22																	0
167	21.6																	0
168	21.1																	0
169	15.2																	0
170	15.1																	0
171	15.5																	0
172	16.1																	0
173	16.6																	0
174	16.4																	0
175	16.2																	0
176	16																	0
177	16.5																	0
178	16.9																	0
179	17.1																	0
180	16.8																	0
181	16.6																	0
182	16.4																	0
183	22.7																	0
184	22.2																	0
185	16.3																	0
186	16.1																	0
187	15.9																	0
188	15.7																	0
189	22.9																	0
190	22.5																	0
191	14.8																	0
192	14.8																	0
193	14.8																	0
194	14.9																	0
195	22.7																	0
196	22.2																	0
197	14.6																	0
198	14.6																	0
199	14.6																	0
200	15.1																	0
201	22.7																	0
202	16.3																	0
203	16.1																	0
204	21.2																	0
205	20.6																	0
206	20.7																	0
207	20.8																	0
208	15																	0
209	15																	0
210	15																	0
211	14.9																	0
212	24.1																	0
213	18.5																	0
214	18																	0
215	17.6																	0
216	17.2																	0
217	16.9																	0
218	24.5																	0
219	16.3																	0
220	16.1																	0
221	15.9																	0
222	15.8																	0
223	15.9																	0
224	24.7																	0
225	15.2																	0
226	15.1																	0
227	15																	0
228	15																	0
229	15.4																	0
230	22.5																	0
231	14.6																	0
232	14.6																	0
233	14.6																	0
234	14.6																	0
235	21.8																	0
236	21.5																	0
237	14.8																	0
238	14.7																	0
239	14.7																	0
240	14.7																	0
241	23.7																	0
242	17.5																	0
243	17.1																	0
244	16.8																	0
245	16.6																	0
246	16.4																	0
247	25.1																	0
248	14.8																	0
249	14.7																	0
250	14.8																	0
251	14.8																	0
252	14.9																	0
253	24.5																	0
254	14.6																	0
255	14.6																	0
256	14.7																	0
257	14.7																	0
258	15																	0
259	22.9																	0
260	23.3																	0
261	22.8																	0
262	23.2																	0
263	23.2																	0
264	23.8																	0
265	24.1																	0
266	15.7																	0
267	15.5																	0
268	15.6																	0
269	15.5																	0
270	21.2																	0
271	21																	0
272	15.2																	0
273	15.2																	0
274	15.6																	0
275	21.2																	0
276	21.3																	0
277	20.9																	0
278	15.5																	0
279	15.4																	0
280	15.3																	0
281	15.3																	0
282	23.7																	0
283	16.1																	0
284	15.8																	0
285	15.9																	0
286	15.7																	0
287	15.6																	0
288	25.1																	0
289	15																	0
290	14.9																	0
291	15																	0
292	15																	0
293	15																	0
294	25.3																	0
295	15.2																	0
296	15.1																	0
297	15.1																	0
298	15																	0
299	15.1																	0
300	25.1																	0
301	16.5																	0
302	16.6																	0
303	24.1																	0
304	24.2																	0
305	23.9																	0
306	17.1																	0
																		0
																		0
																		0
																		0
																		0
																		0
																		0
																		0
																		0
																		0
																		
