Time	Watts			
				
0	6.6		12.22766667	8.989
1	6.2		21.21666667	
2	6.8			
3	12.2			
4	12			
5	11.9			
6	12.2			
7	20			
8	11.1			
9	11.1			
10	11.1			
11	11.1			
12	11.3			
13	19.6			
14	10.1			
15	10.2			
16	10.2			
17	10.3			
18	10.6			
19	19			
20	11.1			
21	11.1			
22	11			
23	11			
24	11.3			
25	19.8			
26	10.7			
27	10.7			
28	10.6			
29	10.5			
30	11			
31	19.2			
32	10.7			
33	10.6			
34	10.7			
35	10.7			
36	11.3			
37	18.7			
38	11.1			
39	11.1			
40	11			
41	11			
42	11.4			
43	18.7			
44	10.9			
45	10.9			
46	10.8			
47	10.9			
48	11.4			
49	19.2			
50	11.1			
51	11			
52	11			
53	10.9			
54	11.3			
55	19.6			
56	10.7			
57	10.7			
58	10.7			
59	10.7			
60	11.1			
61	19.4			
62	10.7			
63	10.6			
64	10.6			
65	10.7			
66	11.1			
67	19.2			
68	10.3			
69	10.3			
70	10.4			
71	10.5			
72	10.9			
73	19.4			
74	10.9			
75	10.9			
76	10.8			
77	10.8			
78	11.2			
79	19			
80	11.1			
81	11			
82	11			
83	10.9			
84	11.4			
85	19.2			
86	10.5			
87	10.5			
88	10.5			
89	10.6			
90	11.1			
91	18.5			
92	10.7			
93	10.6			
94	10.7			
95	10.7			
96	11.3			
97	17.9			
98	10.5			
99	10.5			
100	10.6			
101	10.6			
102	11.1			
103	18.3			
104	10.9			
105	10.9			
106	10.9			
107	10.9			
108	18.1			
109	18.5			
110	10.9			
111	10.8			
112	11			
113	10.9			
114	11.2			
115	20.6			
116	10.7			
117	10.7			
118	10.6			
119	10.7			
120	11			
121	20.4			
122	11.3			
123	11.2			
124	11.2			
125	11.2			
126	11.4			
127	20.2			
128	10.7			
129	10.7			
130	10.7			
131	10.7			
132	11			
133	20.2			
134	10.5			
135	10.5			
136	10.6			
137	10.7			
138	11			
139	20.4			
140	10.7			
141	10.7			
142	10.7			
143	10.7			
144	11			
145	20.2			
146	10.9			
147	10.9			
148	10.8			
149	10.8			
150	11.1			
151	20			
152	11.3			
153	11.2			
154	11.3			
155	11.2			
156	11.5			
157	20.6			
158	10.5			
159	10.5			
160	10.5			
161	10.6			
162	10.9			
163	19.6			
164	10.9			
165	10.8			
166	10.8			
167	10.9			
168	11.2			
169	20			
170	11.3			
171	11.2			
172	11.2			
173	11.2			
174	11.5			
175	19.6			
176	10.7			
177	10.7			
178	10.7			
179	10.7			
180	11.1			
181	19.4			
182	10.9			
183	10.8			
184	10.8			
185	10.9			
186	11.3			
187	19.2			
188	10.9			
189	10.9			
190	10.9			
191	10.8			
192	11.3			
193	18.7			
194	10.9			
195	10.9			
196	10.9			
197	10.9			
198	11.2			
199	19.2			
200	10.7			
201	10.7			
202	10.7			
203	10.7			
204	11.2			
205	19.2			
206	10.7			
207	10.7			
208	10.7			
209	10.7			
210	11.1			
211	19			
212	10.9			
213	10.8			
214	10.9			
215	10.8			
216	11.3			
217	19.2			
218	11.1			
219	11.1			
220	11			
221	11			
222	11.4			
223	18.7			
224	10.7			
225	10.7			
226	10.7			
227	10.7			
228	11.3			
229	18.7			
230	10.9			
231	10.9			
232	10.8			
233	10.8			
234	11.3			
235	19			
236	10.9			
237	10.9			
238	10.8			
239	10.8			
240	11.2			
241	19			
242	10.7			
243	10.7			
244	10.6			
245	10.6			
246	11.2			
247	18.5			
248	10.7			
249	10.7			
250	10.7			
251	10.7			
252	11.3			
253	18.3			
254	10.7			
255	10.7			
256	10.7			
257	10.8			
258	11.3			
259	18.7			
260	10.7			
261	10.7			
262	10.7			
263	10.7			
264	11.2			
265	18.1			
266	11.1			
267	11.1			
268	11.1			
269	11			
270	11.5			
271	18.3			
272	10.5			
273	10.5			
274	10.5			
275	10.6			
276	11.2			
277	18.3			
278	10.7			
279	10.7			
280	10.7			
281	10.7			
282	11.2			
283	18.5			
284	10.7			
285	10.7			
286	10.7			
287	10.7			
288	16.1			
289	16.3			
290	10.7			
291	10.7			
292	10.7			
293	10.7			
294	11.3			
295	16.9			
296	10.9			
297	10.9			
298	10.8			
299	10.8			
300	16.1			
301	16.3			
302	10.7			
303	23.9			
304	23.6			
305	23.2			
306	23.2			
307	23.5			
308	23.1			
309	22.7			
310	22.4			
311	22.1			
312	21.8			
313	22.2			
314	22.2			
315	21.9			
316	21.7			
317	21.3			
