Time	Watts			
				
0	6.4		15.577	4.823
1	6		20.4	
2	19			
3	19.4			
4	19.5			
5	19.3			
6	19.3			
7	19.4			
8	19.4			
9	19.9			
10	19.8			
11	19.6			
12	19.5			
13	19.6			
14	19.5			
15	20			
16	19.8			
17	19.6			
18	19.5			
19	19.7			
20	19.6			
21	20			
22	19.8			
23	19.7			
24	19.5			
25	19.7			
26	19.6			
27	20			
28	19.9			
29	19.7			
30	19.7			
31	19.8			
32	19.8			
33	20.1			
34	19.9			
35	19.8			
36	19.8			
37	19.8			
38	19.8			
39	20.1			
40	19.9			
41	19.7			
42	19.8			
43	19.7			
44	19.8			
45	20			
46	19.8			
47	19.7			
48	19.9			
49	19.7			
50	19.9			
51	20			
52	19.8			
53	19.7			
54	19.9			
55	19.8			
56	20			
57	20			
58	19.8			
59	19.8			
60	19.9			
61	19.7			
62	20.1			
63	20			
64	19.8			
65	19.8			
66	19.9			
67	19.7			
68	20.1			
69	20			
70	19.8			
71	19.9			
72	19.9			
73	19.7			
74	20.1			
75	20			
76	19.8			
77	20			
78	19.9			
79	19.7			
80	20.1			
81	19.9			
82	19.8			
83	19.9			
84	19.8			
85	19.7			
86	20.1			
87	19.9			
88	19.8			
89	20			
90	19.8			
91	19.7			
92	20.1			
93	19.9			
94	19.4			
95	18.9			
96	11.3			
97	11.5			
98	18.5			
99	11.3			
100	11.6			
101	11.9			
102	11.8			
103	12.1			
104	12.7			
105	12.5			
106	12.9			
107	12.8			
108	12.6			
109	13			
110	13.3			
111	13			
112	13.4			
113	13.1			
114	12.8			
115	13.4			
116	13.5			
117	13.2			
118	13.6			
119	13.5			
120	20.2			
121	20.2			
122	19.6			
123	19.2			
124	18.6			
125	12.2			
126	12.1			
127	19.4			
128	13.8			
129	14			
130	13.9			
131	13.7			
132	13.4			
133	19.8			
134	13.2			
135	13.6			
136	13.3			
137	13			
138	12.8			
139	19.8			
140	11.1			
141	16.5			
142	10.7			
143	10.7			
144	10.8			
145	19.6			
146	12			
147	12.3			
148	12.2			
149	12			
150	12.2			
151	18.3			
152	17.7			
153	17.3			
154	11.1			
155	11.1			
156	11.4			
157	17.5			
158	17.2			
159	11.8			
160	11.6			
161	11.6			
162	12			
163	12.5			
164	13			
165	12.7			
166	12.5			
167	12.3			
168	12.9			
169	13.2			
170	13.5			
171	13.2			
172	12.9			
173	12.7			
174	13.2			
175	13.6			
176	13.7			
177	13.3			
178	13.1			
179	12.8			
180	18.7			
181	18.4			
182	12.6			
183	12.3			
184	12.2			
185	12			
186	19.4			
187	19.1			
188	11.1			
189	11			
190	11			
191	11			
192	20.6			
193	20			
194	11.5			
195	11.4			
196	11.4			
197	11.4			
198	21.4			
199	14.4			
200	13.9			
201	13.6			
202	13.3			
203	13.1			
204	21.2			
205	13.2			
206	12.9			
207	12.6			
208	12.5			
209	12.5			
210	21.4			
211	12.6			
212	12.4			
213	12.2			
214	12.1			
215	12.3			
216	21.2			
217	11.5			
218	11.4			
219	11.3			
220	11.3			
221	11.8			
222	20.2			
223	10.7			
224	10.7			
225	10.7			
226	10.8			
227	11.4			
228	19.2			
229	10.7			
230	10.6			
231	10.7			
232	10.8			
233	16.5			
234	16.6			
235	10.7			
236	10.7			
237	10.8			
238	10.8			
239	17.1			
240	17.1			
241	11.1			
242	11			
243	11			
244	11			
245	18.1			
246	17.9			
247	11.1			
248	11.1			
249	11.1			
250	11.1			
251	18.5			
252	18.2			
253	10.9			
254	11			
255	11			
256	10.9			
257	19.2			
258	18.6			
259	11.1			
260	11.1			
261	11			
262	11			
263	19			
264	18.4			
265	11.1			
266	11.1			
267	11			
268	11.1			
269	20.2			
270	14.2			
271	13.7			
272	13.4			
273	13			
274	12.8			
275	20.6			
276	13.4			
277	13.1			
278	12.8			
279	12.6			
280	12.4			
281	21			
282	13			
283	12.7			
284	12.5			
285	12.3			
286	12.1			
287	21.8			
288	12			
289	11.8			
290	11.8			
291	11.6			
292	11.6			
293	21.8			
294	12			
295	11.8			
296	11.7			
297	11.7			
298	11.6			
299	22.9			
300	11.8			
301	11.6			
302	19.4			
303	19.4			
304	19.4			
305	24.7			
306	24.2			
307	23.6			
308	23			
309	22.5			
310	22.2			
311	22.3			
312	22.4			
313	22			
314	21.7			
315	21.4			
316	15.2			
