Time	Watts			
				
0	6.8		15.71433333	6.352333333
1	0		22.06666667	
2	8.9			
3	19.6			
4	19.4			
5	19.5			
6	20			
7	19.8			
8	19.6			
9	19.5			
10	19.4			
11	19.4			
12	20			
13	19.8			
14	19.6			
15	19.5			
16	19.3			
17	19.4			
18	20			
19	20.2			
20	20.4			
21	20.5			
22	20.7			
23	20.9			
24	21.4			
25	21.5			
26	21.1			
27	20.8			
28	20.5			
29	20.3			
30	20.6			
31	20.6			
32	20.4			
33	20.2			
34	20			
35	19.8			
36	20.2			
37	20.2			
38	20			
39	19.8			
40	19.6			
41	19.4			
42	19.9			
43	20			
44	19.8			
45	19.5			
46	19.4			
47	19.3			
48	19.8			
49	19.9			
50	19.7			
51	19.6			
52	19.4			
53	19.3			
54	19.8			
55	19.9			
56	19.7			
57	19.5			
58	19.4			
59	19.3			
60	19.7			
61	19.9			
62	19.9			
63	19.7			
64	19.5			
65	19.4			
66	19.9			
67	20.1			
68	19.9			
69	19.7			
70	19.7			
71	19.6			
72	19.9			
73	20.1			
74	19.9			
75	19.6			
76	11.3			
77	11.3			
78	18.5			
79	18.2			
80	11.3			
81	11.2			
82	11.3			
83	11.3			
84	19.6			
85	19.1			
86	10.7			
87	10.7			
88	10.7			
89	10.8			
90	20.6			
91	14.4			
92	13.9			
93	13.6			
94	13.3			
95	13			
96	21.4			
97	13.8			
98	13.4			
99	13.2			
100	12.9			
101	12.6			
102	22.2			
103	12.4			
104	12.2			
105	12			
106	11.9			
107	11.8			
108	22.5			
109	12.2			
110	12			
111	11.9			
112	11.8			
113	11.7			
114	22.5			
115	11.8			
116	11.6			
117	11.6			
118	11.5			
119	11.5			
120	22.5			
121	11.1			
122	11.2			
123	11.1			
124	11.1			
125	11.2			
126	22			
127	11.3			
128	11.2			
129	11.2			
130	11.2			
131	11.4			
132	21.6			
133	11.1			
134	11.1			
135	11.1			
136	11			
137	11.3			
138	21.4			
139	11.1			
140	11			
141	11			
142	11			
143	11.1			
144	21			
145	11.1			
146	11			
147	11.1			
148	11			
149	11.3			
150	21			
151	10.7			
152	10.7			
153	10.8			
154	10.8			
155	11.1			
156	20.8			
157	11.1			
158	11			
159	11			
160	10.9			
161	11.2			
162	20.6			
163	11.1			
164	11			
165	11			
166	10.9			
167	11.3			
168	20.4			
169	10.7			
170	10.7			
171	10.7			
172	10.7			
173	11.1			
174	20			
175	10.9			
176	10.8			
177	10.8			
178	10.9			
179	11.3			
180	20			
181	10.9			
182	10.9			
183	10.9			
184	10.9			
185	11.3			
186	19.8			
187	11.1			
188	11			
189	11			
190	11			
191	11.4			
192	19.8			
193	10.7			
194	10.7			
195	10.8			
196	10.8			
197	11.3			
198	19.8			
199	10.9			
200	10.8			
201	10.8			
202	10.9			
203	11.2			
204	19.8			
205	10.5			
206	10.4			
207	10.5			
208	10.5			
209	10.9			
210	20			
211	11.3			
212	11.2			
213	11.3			
214	11.2			
215	11.6			
216	20			
217	10.9			
218	11.4			
219	11.3			
220	11.3			
221	11.6			
222	19.8			
223	10.7			
224	10.7			
225	10.7			
226	10.8			
227	11.3			
228	19.4			
229	11.1			
230	11.1			
231	11.1			
232	11.1			
233	11.4			
234	19.6			
235	11.3			
236	11.2			
237	11.2			
238	11.1			
239	11.4			
240	20			
241	10.7			
242	10.7			
243	11			
244	11.1			
245	11.5			
246	19.8			
247	11.1			
248	19.4			
249	19.7			
250	19.7			
251	19.7			
252	20.2			
253	20			
254	19.8			
255	19.6			
256	19.4			
257	19.5			
258	20			
259	19.9			
260	19.7			
261	19.5			
262	19.4			
263	19.4			
264	19.9			
265	19.8			
266	19.6			
267	19.5			
268	19.3			
269	19.3			
270	19.9			
271	19.7			
272	19.5			
273	19.4			
274	19.3			
275	19.2			
276	24.9			
277	19.6			
278	19.4			
279	19.3			
280	19.2			
281	19.1			
282	19.6			
283	19.6			
284	19.5			
285	19.4			
286	19.2			
287	19.1			
288	19.7			
289	19.7			
290	19.5			
291	19.4			
292	19.3			
293	19.1			
294	19.6			
295	19.7			
296	19.6			
297	19.4			
298	19.3			
299	19.2			
300	19.6			
301	19.7			
302	19.9			
303	20.5			
304	21			
305	21.3			
306	21.8			
307	22.4			
308	22.6			
309	22.7			
310	22.8			
311	22.8			
312	22.9			
313	23.2			
314	23.5			
315	23.5			
316	23.5			
317	23.5			
