Time	Watts			
				
0	7.2		13.83	4.97
1	0		18.8	
2	8.3			
3	17.7			
4	17.7			
5	10.7			
6	10.7			
7	10.8			
8	10.8			
9	16.1			
10	16.2			
11	10.9			
12	10.9			
13	10.9			
14	10.9			
15	16.5			
16	16.5			
17	11.1			
18	11			
19	11			
20	11			
21	11.5			
22	17.3			
23	11.5			
24	11.4			
25	11.3			
26	11.2			
27	16.3			
28	16.4			
29	10.7			
30	10.6			
31	10.6			
32	10.6			
33	16.7			
34	16.7			
35	10.7			
36	10.6			
37	10.6			
38	10.7			
39	17.1			
40	17.1			
41	10.7			
42	10.7			
43	10.7			
44	10.8			
45	17.1			
46	17.1			
47	11.1			
48	11			
49	11			
50	11			
51	16.5			
52	16.5			
53	10.7			
54	10.7			
55	10.7			
56	10.8			
57	16.9			
58	16.9			
59	11.3			
60	11.2			
61	11.2			
62	11.1			
63	16.7			
64	16.7			
65	10.9			
66	10.8			
67	10.8			
68	10.8			
69	16.5			
70	16.5			
71	10.9			
72	10.9			
73	10.9			
74	10.9			
75	16.5			
76	16.5			
77	10.9			
78	10.8			
79	10.9			
80	10.9			
81	16.7			
82	16.7			
83	10.5			
84	10.5			
85	10.6			
86	10.6			
87	17.3			
88	17.3			
89	11.5			
90	11.5			
91	11.4			
92	11.3			
93	16.9			
94	16.9			
95	11.1			
96	11			
97	11			
98	11			
99	16.5			
100	16.5			
101	10.7			
102	10.7			
103	10.7			
104	10.8			
105	16.3			
106	16.4			
107	11.1			
108	11			
109	11			
110	11			
111	16.5			
112	16.6			
113	10.5			
114	10.5			
115	10.5			
116	10.4			
117	16.9			
118	16.8			
119	10.9			
120	10.9			
121	10.9			
122	10.9			
123	17.3			
124	17.2			
125	10.7			
126	10.6			
127	10.7			
128	10.9			
129	16.9			
130	16.8			
131	10.7			
132	10.7			
133	10.7			
134	10.7			
135	16.9			
136	16.7			
137	10.9			
138	10.9			
139	10.9			
140	10.9			
141	16.9			
142	16.8			
143	11.1			
144	11			
145	11			
146	10.9			
147	17.3			
148	17.1			
149	10.7			
150	10.7			
151	10.7			
152	10.8			
153	17.3			
154	17.1			
155	11.1			
156	11			
157	11			
158	10.9			
159	17.5			
160	17.3			
161	10.7			
162	10.7			
163	10.7			
164	10.7			
165	17.7			
166	17.9			
167	17.7			
168	11.5			
169	11.4			
170	11.3			
171	18.1			
172	17.8			
173	11.8			
174	11.6			
175	11.5			
176	11.4			
177	17.9			
178	17.6			
179	11.1			
180	11			
181	11			
182	11			
183	18.1			
184	17.8			
185	10.9			
186	10.9			
187	10.9			
188	10.9			
189	18.3			
190	17.9			
191	10.5			
192	10.6			
193	10.6			
194	10.6			
195	18.5			
196	18			
197	11.1			
198	11			
199	11			
200	11			
201	19			
202	18.4			
203	10.7			
204	17.3			
205	25.5			
206	25.5			
207	25.2			
208	24.8			
209	24.2			
210	23.7			
211	23.1			
212	22.7			
213	22.6			
214	22.7			
215	22.2			
216	21.9			
217	21.6			
218	21.3			
219	21.3			
220	21.6			
221	21.3			
222	21.1			
223	20.8			
224	20.7			
225	20.6			
226	21.1			
227	21.6			
228	21.3			
229	11.3			
230	11.2			
231	11.2			
232	18.7			
233	18.6			
234	11.3			
235	11.2			
236	11.2			
237	11.2			
238	19.8			
239	19.3			
240	10.9			
241	10.9			
242	11			
243	11.3			
244	22.7			
245	16.1			
246	15.4			
247	14.9			
248	14.4			
249	14.2			
250	21.4			
251	14.4			
252	13.9			
253	13.5			
254	13.2			
255	13.2			
256	20.4			
257	13.8			
258	13.4			
259	13.1			
260	12.8			
261	12.9			
262	20.6			
263	12.2			
264	12			
265	12			
266	11.8			
267	12.4			
268	22.7			
269	11.1			
270	11.1			
271	11			
272	11			
273	16.5			
274	16.9			
275	10.7			
276	10.8			
277	10.8			
278	10.9			
279	16.3			
280	16.6			
281	10.9			
282	10.9			
283	10.9			
284	11.2			
285	11.8			
286	17.9			
287	11.5			
288	11.4			
289	11.4			
290	11.7			
291	12.2			
292	12.8			
293	12.6			
294	12.4			
295	12.2			
296	12.7			
297	13.1			
298	13.5			
299	13.1			
300	12.9			
301	12.6			
302	17.9			
303	18.4			
304	18.9			
305	19.1			
306	19.4			
307	19.4			
308	19.7			
309	19.9			
310	20.4			
311	20.2			
312	20.1			
313	20.1			
314	20.3			
315	20.4			
316	19.9			
