Time	Watts			
				
0	7.2		14.93966667	6.490333333
1	6.8		21.43	
2	21.2			
3	14.6			
4	14.2			
5	13.8			
6	13.4			
7	13.1			
8	20.8			
9	13.4			
10	13.1			
11	12.8			
12	12.6			
13	12.5			
14	21			
15	12.8			
16	12.6			
17	12.4			
18	12.3			
19	12.1			
20	21.6			
21	12.2			
22	11.9			
23	11.9			
24	11.8			
25	11.7			
26	22.2			
27	12.2			
28	12			
29	11.9			
30	11.8			
31	11.6			
32	21.6			
33	12.2			
34	12			
35	11.9			
36	11.7			
37	11.6			
38	22.5			
39	11.3			
40	11.2			
41	11.1			
42	11.1			
43	11.2			
44	22.5			
45	11.1			
46	11.1			
47	11.1			
48	11.1			
49	11.1			
50	22.9			
51	11.1			
52	11.1			
53	11.1			
54	11.1			
55	11			
56	22.5			
57	10.9			
58	10.9			
59	10.9			
60	10.9			
61	10.9			
62	22.5			
63	11.5			
64	11.4			
65	11.4			
66	11.3			
67	11.3			
68	22			
69	11.1			
70	11			
71	11			
72	11			
73	11.1			
74	22.5			
75	10.7			
76	10.8			
77	10.8			
78	11			
79	11.1			
80	22.5			
81	11.3			
82	11.3			
83	11.2			
84	11.2			
85	11.3			
86	22.2			
87	10.9			
88	10.9			
89	10.9			
90	10.9			
91	11			
92	22.5			
93	10.7			
94	10.7			
95	10.7			
96	10.8			
97	10.9			
98	22			
99	11.1			
100	11.1			
101	11			
102	11			
103	11.1			
104	22			
105	11.1			
106	11			
107	11.1			
108	11			
109	11.2			
110	21.6			
111	11.1			
112	11.1			
113	11			
114	11			
115	11.2			
116	21.4			
117	11.1			
118	11.1			
119	11			
120	11			
121	11.2			
122	21.6			
123	12.2			
124	12			
125	11.9			
126	11.8			
127	11.8			
128	21.6			
129	11.1			
130	11.1			
131	11			
132	10.9			
133	11.2			
134	21			
135	10.9			
136	10.9			
137	10.9			
138	10.9			
139	11.1			
140	21			
141	10.9			
142	10.8			
143	10.9			
144	10.9			
145	11.2			
146	20.8			
147	11.1			
148	11.1			
149	11			
150	11			
151	11.2			
152	20.6			
153	11.1			
154	11.1			
155	11.1			
156	11			
157	11.3			
158	20.2			
159	11.3			
160	11.2			
161	11.2			
162	11.1			
163	11.5			
164	20.2			
165	10.9			
166	10.9			
167	10.9			
168	11			
169	11.3			
170	19.8			
171	11.1			
172	11			
173	11			
174	11			
175	11.4			
176	19.6			
177	11.1			
178	11			
179	11			
180	11			
181	11.5			
182	19.6			
183	11.8			
184	11.6			
185	11.5			
186	11.5			
187	11.8			
188	19.6			
189	10.7			
190	10.7			
191	10.7			
192	10.8			
193	11.3			
194	19.4			
195	10.9			
196	10.9			
197	11			
198	11			
199	11.4			
200	19.2			
201	11.1			
202	11			
203	11.1			
204	11			
205	11.5			
206	18.7			
207	10.9			
208	10.9			
209	10.9			
210	10.9			
211	11.5			
212	18.3			
213	10.7			
214	10.7			
215	16.9			
216	22.9			
217	23			
218	23.2			
219	22.6			
220	22.1			
221	21.6			
222	21.2			
223	21.1			
224	21.4			
225	21			
226	20.7			
227	20.4			
228	20.2			
229	20.2			
230	20.6			
231	20.3			
232	20			
233	19.9			
234	19.7			
235	19.7			
236	20.2			
237	20			
238	19.8			
239	19.6			
240	19.4			
241	19.4			
242	20			
243	19.9			
244	19.7			
245	19.5			
246	19.4			
247	19.3			
248	24.5			
249	18.5			
250	18.4			
251	18.4			
252	18.4			
253	18.4			
254	24.3			
255	19			
256	18.9			
257	18.8			
258	18.8			
259	18.8			
260	24.3			
261	19			
262	18.9			
263	18.8			
264	18.8			
265	18.7			
266	24.3			
267	23.6			
268	18.5			
269	18.4			
270	18.4			
271	18.4			
272	24.3			
273	23.7			
274	18.5			
275	18.5			
276	18.5			
277	18.5			
278	24.1			
279	23.5			
280	18.3			
281	18.3			
282	18.3			
283	18.3			
284	18.9			
285	19.1			
286	19			
287	19			
288	18.9			
289	18.8			
290	19.4			
291	19.5			
292	19.4			
293	19.3			
294	19.2			
295	19.1			
296	19.7			
297	19.7			
298	19.6			
299	19.4			
300	19.3			
301	19.2			
302	19.8			
303	20.4			
304	20.6			
305	20.8			
306	20.9			
307	21			
308	21.5			
309	22			
310	22.1			
311	22			
312	22			
313	22			
314	22.1			
315	22.6			
316	22.7			
317	22.7			
318	22.6			
319	22.3			
