Time	Watts			
				
0	7		15.267	8.175105263
1	0		23.44210526	
2	7.4			
3	15.2			
4	20.6			
5	14.2			
6	13.8			
7	13.7			
8	13.4			
9	13.4			
10	20.6			
11	12.8			
12	12.5			
13	12.3			
14	12.2			
15	12.5			
16	20.6			
17	11.1			
18	11			
19	10.9			
20	11			
21	11.6			
22	19.6			
23	10.7			
24	10.7			
25	10.8			
26	10.8			
27	16.1			
28	16.4			
29	11.1			
30	11.1			
31	11.1			
32	11			
33	16.9			
34	17			
35	11.1			
36	11.1			
37	11			
38	11			
39	16.9			
40	16.9			
41	11.1			
42	11.1			
43	11			
44	11			
45	18.5			
46	18.2			
47	10.7			
48	10.7			
49	10.7			
50	10.8			
51	17.9			
52	17.7			
53	10.7			
54	10.7			
55	10.7			
56	10.7			
57	19			
58	18.5			
59	11.3			
60	11.3			
61	11.2			
62	11.2			
63	19.2			
64	18.6			
65	11.1			
66	11.1			
67	11.1			
68	11			
69	19.2			
70	18.6			
71	10.9			
72	10.9			
73	10.9			
74	10.9			
75	19.8			
76	14.4			
77	13.9			
78	13.6			
79	13.2			
80	12.9			
81	19.6			
82	14.2			
83	13.7			
84	13.4			
85	13.1			
86	12.9			
87	20.2			
88	13.6			
89	13.2			
90	13			
91	12.8			
92	12.6			
93	20.2			
94	13.2			
95	12.9			
96	12.7			
97	12.4			
98	12.2			
99	20			
100	13.8			
101	13.4			
102	13.1			
103	12.8			
104	12.5			
105	20.8			
106	13.8			
107	13.4			
108	13.1			
109	12.8			
110	12.6			
111	20			
112	13.6			
113	13.2			
114	12.9			
115	12.7			
116	12.5			
117	20.2			
118	13.2			
119	12.9			
120	12.7			
121	12.5			
122	12.3			
123	20.2			
124	14			
125	13.6			
126	13.3			
127	13			
128	12.7			
129	19.2			
130	14			
131	13.5			
132	13.2			
133	12.9			
134	12.5			
135	20.4			
136	13.6			
137	13.2			
138	12.9			
139	12.7			
140	12.5			
141	20.2			
142	13.6			
143	13.2			
144	12.8			
145	12.6			
146	12.4			
147	20.6			
148	12.6			
149	12.3			
150	12.2			
151	12			
152	11.8			
153	20.8			
154	12.8			
155	12.5			
156	12.3			
157	12.2			
158	12.1			
159	20.8			
160	12.6			
161	12.4			
162	12.2			
163	12			
164	11.9			
165	21.4			
166	12.6			
167	12.3			
168	12.2			
169	12			
170	11.8			
171	21.2			
172	12.6			
173	12.4			
174	12.2			
175	12			
176	11.9			
177	20.6			
178	12.6			
179	12.4			
180	12.2			
181	12.1			
182	11.9			
183	21.2			
184	13			
185	12.7			
186	12.4			
187	12.2			
188	12.1			
189	21.4			
190	13			
191	12.7			
192	12.5			
193	12.3			
194	12.1			
195	21.4			
196	12.6			
197	12.4			
198	12.2			
199	12			
200	11.9			
201	21.4			
202	12.4			
203	12.2			
204	12			
205	11.9			
206	11.8			
207	21.4			
208	12.4			
209	12.2			
210	12			
211	11.9			
212	11.7			
213	21.6			
214	12.4			
215	12.2			
216	12.1			
217	11.9			
218	11.8			
219	24.1			
220	24.1			
221	24.1			
222	23.7			
223	18.5			
224	18.5			
225	18.9			
226	19.3			
227	19.2			
228	19			
229	19			
230	18.9			
231	19.2			
232	19.5			
233	19.4			
234	19.2			
235	19.2			
236	19.1			
237	19.4			
238	19.7			
239	19.6			
240	19.4			
241	19.3			
242	19.2			
243	19.4			
244	19.8			
245	19.6			
246	19.5			
247	19.3			
248	19.2			
249	19.4			
250	19.8			
251	19.7			
252	19.5			
253	19.3			
254	19.2			
255	19.3			
256	19.8			
257	19.7			
258	19.5			
259	19.3			
260	19.2			
261	19.3			
262	19.8			
263	19.6			
264	19.4			
265	19.2			
266	19.1			
267	19.2			
268	19.7			
269	19.6			
270	19.4			
271	19.3			
272	19.2			
273	19.3			
274	19.8			
275	19.7			
276	19.5			
277	19.3			
278	19.1			
279	19.2			
280	19.8			
281	19.6			
282	19.4			
283	19.3			
284	19.1			
285	19.2			
286	19.8			
287	19.6			
288	19.5			
289	19.4			
290	19.2			
291	19.2			
292	19.9			
293	19.7			
294	19.5			
295	19.4			
296	19.2			
297	19.2			
298	19.8			
299	19.7			
300	19.6			
301	19.4			
302	19.3			
303	19.8			
304	25.7			
305	25.5			
306	25.2			
307	24.9			
308	24.6			
309	24.4			
310	24.4			
311	24.5			
312	24.4			
313	24.1			
314	24			
315	23.8			
316	23.8			
317	24			
318	24			
