Time	Watts			
				
0	7.2		15.103	8.555823529
1	6.7		23.65882353	
2	16.3			
3	22.9			
4	22.5			
5	22			
6	21.6			
7	21.1			
8	21.1			
9	21.3			
10	21.1			
11	20.8			
12	20.5			
13	20.2			
14	20.3			
15	20.7			
16	20.5			
17	20.3			
18	20			
19	19.9			
20	20			
21	20.4			
22	20.2			
23	20			
24	19.7			
25	19.7			
26	19.8			
27	20.2			
28	20			
29	20.1			
30	20.2			
31	20.4			
32	20.5			
33	21			
34	20.7			
35	20.6			
36	20.4			
37	20.5			
38	20.4			
39	20.8			
40	20.6			
41	20.4			
42	20.1			
43	20.3			
44	20.3			
45	20.6			
46	20.4			
47	20.1			
48	19.9			
49	20.1			
50	20			
51	20.4			
52	20.1			
53	19.9			
54	19.8			
55	19.9			
56	19.9			
57	20.2			
58	19.9			
59	19.8			
60	19.7			
61	19.9			
62	19.9			
63	20.1			
64	19.9			
65	19.7			
66	19.7			
67	13.6			
68	13.7			
69	14.1			
70	13.8			
71	13.4			
72	13.7			
73	13.5			
74	13.7			
75	14			
76	13.6			
77	13.3			
78	13.7			
79	13.3			
80	13.8			
81	13.9			
82	13.5			
83	13.3			
84	13.6			
85	13.3			
86	13.9			
87	13.8			
88	13.5			
89	13.5			
90	13.7			
91	13.3			
92	19			
93	12.4			
94	12.2			
95	12.5			
96	12.6			
97	12.4			
98	20			
99	11.1			
100	11.1			
101	16.5			
102	10.7			
103	10.8			
104	20.6			
105	11.3			
106	11.3			
107	11.9			
108	11.8			
109	11.8			
110	19.4			
111	11.1			
112	11.2			
113	11.6			
114	11.6			
115	11.8			
116	17.9			
117	11.1			
118	11.5			
119	11.6			
120	11.5			
121	11.9			
122	12.6			
123	12.4			
124	12.9			
125	12.6			
126	12.5			
127	12.8			
128	13.1			
129	12.9			
130	13.4			
131	13.1			
132	12.8			
133	13.3			
134	13.4			
135	13.2			
136	13.4			
137	13.1			
138	12.9			
139	13.5			
140	13.3			
141	13.4			
142	13.4			
143	13.1			
144	12.8			
145	20			
146	12.6			
147	13			
148	12.9			
149	12.7			
150	12.5			
151	20.4			
152	11.3			
153	11.9			
154	11.8			
155	11.7			
156	11.7			
157	20			
158	11.8			
159	12.2			
160	12.1			
161	12			
162	12			
163	19.4			
164	13.8			
165	13.8			
166	13.5			
167	13.1			
168	13.1			
169	18.3			
170	17.9			
171	12.4			
172	12.2			
173	12			
174	12.4			
175	12.9			
176	13.3			
177	13.1			
178	12.8			
179	12.6			
180	13			
181	13.3			
182	13.7			
183	13.3			
184	13			
185	12.8			
186	13.4			
187	13.7			
188	13.8			
189	13.5			
190	13.2			
191	12.9			
192	18.3			
193	18			
194	17.4			
195	11.3			
196	11.2			
197	11.2			
198	19.6			
199	19.1			
200	11.3			
201	11.3			
202	11.2			
203	11.2			
204	19.8			
205	19.3			
206	11.1			
207	11.1			
208	11.1			
209	11.2			
210	21.2			
211	14.6			
212	14.1			
213	13.7			
214	13.3			
215	13.4			
216	20.8			
217	13			
218	12.7			
219	12.4			
220	12.3			
221	12.6			
222	20.4			
223	12.4			
224	12.2			
225	12.1			
226	12			
227	12.5			
228	19.2			
229	10.7			
230	10.7			
231	10.8			
232	10.8			
233	16.7			
234	16.9			
235	11.1			
236	11.1			
237	11.1			
238	11.1			
239	18.1			
240	17.9			
241	11.5			
242	11.4			
243	11.3			
244	11.3			
245	19			
246	18.6			
247	10.7			
248	10.7			
249	10.7			
250	10.8			
251	20			
252	14.6			
253	14.1			
254	13.7			
255	13.4			
256	13.1			
257	20.6			
258	13.4			
259	13			
260	12.8			
261	12.6			
262	24.3			
263	24.4			
264	24.4			
265	12.6			
266	12.4			
267	12.2			
268	12.1			
269	12.1			
270	23.7			
271	13			
272	12.7			
273	12.5			
274	12.3			
275	12.3			
276	22.7			
277	10.7			
278	10.7			
279	10.7			
280	10.8			
281	10.9			
282	22			
283	11.3			
284	11.9			
285	19.4			
286	19.1			
287	18.8			
288	19.2			
289	10.9			
290	10.9			
291	11			
292	11			
293	11.1			
294	21.6			
295	11.1			
296	11.1			
297	11.1			
298	11.1			
299	11.3			
300	23.9			
301	23.8			
302	23.8			
303	23.7			
304	23.6			
305	23.5			
306	23.8			
307	23.9			
308	23.7			
309	23.7			
310	23.5			
311	23.5			
312	23.5			
313	23.8			
314	23.7			
315	23.6			
316	23.2			
