Time	Watts			
				
0	7.2		16.45766667	5.111083333
1	7.1		21.56875	
2	24.3			
3	18.7			
4	18.9			
5	18.8			
6	18.8			
7	18.9			
8	19.3			
9	19.3			
10	19.4			
11	19.4			
12	19.2			
13	19.2			
14	19.6			
15	19.6			
16	19.7			
17	19.5			
18	19.3			
19	19.4			
20	19.6			
21	19.8			
22	19.7			
23	19.5			
24	19.4			
25	19.5			
26	19.7			
27	20			
28	19.8			
29	19.6			
30	19.4			
31	19.7			
32	19.8			
33	20			
34	19.8			
35	19.6			
36	19.5			
37	19.7			
38	19.9			
39	20			
40	19.8			
41	19.6			
42	19.5			
43	19.8			
44	19.9			
45	20			
46	19.8			
47	19.6			
48	19.5			
49	19.9			
50	20.1			
51	20			
52	19.8			
53	19.7			
54	19.5			
55	20			
56	20.1			
57	20			
58	19.8			
59	19.6			
60	19.5			
61	20			
62	20.2			
63	20			
64	19.8			
65	19.6			
66	19.5			
67	20			
68	20.2			
69	19.9			
70	19.7			
71	19.5			
72	19.5			
73	20			
74	20.1			
75	19.9			
76	19.8			
77	19.6			
78	19.5			
79	20.1			
80	20.1			
81	19.9			
82	19.7			
83	19.5			
84	19.5			
85	20			
86	20			
87	19.8			
88	19.6			
89	19.4			
90	19.5			
91	20			
92	19.9			
93	19.7			
94	19.6			
95	19.4			
96	19.6			
97	20.1			
98	14.4			
99	14			
100	13.6			
101	13.3			
102	13.5			
103	20.8			
104	11.1			
105	11.1			
106	11.1			
107	11.1			
108	11.7			
109	19.6			
110	10.9			
111	11			
112	10.9			
113	11			
114	16.7			
115	16.8			
116	11.1			
117	11.1			
118	11.1			
119	11.1			
120	18.1			
121	17.9			
122	11.1			
123	11.1			
124	11.1			
125	11.1			
126	19.2			
127	18.8			
128	11.1			
129	11			
130	11			
131	11			
132	20.8			
133	15.5			
134	14.9			
135	14.5			
136	14.1			
137	13.7			
138	20			
139	14.6			
140	14.1			
141	13.7			
142	13.4			
143	13.1			
144	20.8			
145	13.6			
146	13.3			
147	13			
148	12.7			
149	12.5			
150	21.4			
151	13.4			
152	13			
153	12.8			
154	12.5			
155	12.4			
156	22.2			
157	12			
158	11.9			
159	11.8			
160	11.7			
161	11.6			
162	22.5			
163	11.8			
164	11.7			
165	11.6			
166	11.6			
167	11.5			
168	22.7			
169	10.9			
170	10.8			
171	10.9			
172	10.9			
173	11			
174	22.2			
175	11.3			
176	11.3			
177	11.3			
178	11.2			
179	11.3			
180	21.8			
181	11.5			
182	11.4			
183	11.4			
184	11.3			
185	11.4			
186	21.4			
187	11.1			
188	11			
189	11			
190	11.1			
191	11.3			
192	21			
193	11.1			
194	11.1			
195	11.1			
196	11.1			
197	11.4			
198	20.6			
199	11.3			
200	11.2			
201	11.2			
202	11.1			
203	11.4			
204	20			
205	11.1			
206	11.1			
207	11.1			
208	11			
209	11.4			
210	11.4			
211	11.1			
212	11			
213	11.3			
214	11.5			
215	11.9			
216	19.8			
217	10.7			
218	10.7			
219	10.7			
220	10.7			
221	11.1			
222	19.4			
223	11.1			
224	11.1			
225	11.1			
226	11.1			
227	11.5			
228	18.7			
229	11.1			
230	11			
231	11.1			
232	11.1			
233	11.5			
234	18.7			
235	10.7			
236	10.7			
237	10.8			
238	10.8			
239	11.3			
240	18.3			
241	11.8			
242	11.7			
243	12			
244	20.6			
245	20.9			
246	21.2			
247	20.8			
248	20.6			
249	20.3			
250	20.1			
251	20.1			
252	20.4			
253	20.2			
254	20			
255	19.8			
256	19.6			
257	19.7			
258	20.2			
259	20			
260	19.7			
261	19.6			
262	19.4			
263	19.5			
264	20			
265	19.8			
266	19.6			
267	19.4			
268	19.4			
269	19.3			
270	19.9			
271	19.8			
272	19.6			
273	19.5			
274	19.3			
275	19.3			
276	19.9			
277	19.7			
278	19.6			
279	19.4			
280	19.3			
281	19.3			
282	19.9			
283	19.7			
284	19.5			
285	19.4			
286	19.3			
287	19.2			
288	19.8			
289	19.8			
290	19.5			
291	19.4			
292	19.3			
293	19.2			
294	19.8			
295	19.7			
296	19.5			
297	19.4			
298	19.2			
299	19.1			
300	19.7			
301	19.6			
302	20			
303	20.3			
304	20.7			
305	21			
306	21.6			
307	21.9			
308	22			
309	22.2			
310	22.2			
311	22.3			
312	22.6			
313	23			
314	23			
315	23			
