Time	Watts			
				
0	7.2		15.58466667	3.96827451
1	6.8		19.55294118	
2	18.1			
3	18.7			
4	18.9			
5	18.8			
6	18.8			
7	18.7			
8	18.7			
9	19.2			
10	19.5			
11	19.3			
12	19.2			
13	19.1			
14	18.9			
15	19.4			
16	19.6			
17	19.4			
18	19.3			
19	19.1			
20	19			
21	19.4			
22	19.8			
23	19.6			
24	19.4			
25	19.3			
26	19.2			
27	19.6			
28	19.9			
29	19.7			
30	19.5			
31	19.4			
32	19.3			
33	19.6			
34	19.8			
35	19.7			
36	19.5			
37	19.4			
38	19.2			
39	19.5			
40	19.9			
41	19.7			
42	19.5			
43	19.4			
44	19.3			
45	19.6			
46	19.9			
47	19.7			
48	19.6			
49	19.4			
50	19.3			
51	19.6			
52	19.9			
53	19.8			
54	19.5			
55	19.3			
56	19.2			
57	19.5			
58	19.9			
59	19.7			
60	19.5			
61	19.4			
62	19.3			
63	19.5			
64	19.9			
65	19.7			
66	19.5			
67	19.4			
68	19.3			
69	19.5			
70	20			
71	19.7			
72	19.6			
73	19.5			
74	19.3			
75	19.6			
76	20			
77	19.8			
78	19.6			
79	19.5			
80	19.3			
81	19.5			
82	19.9			
83	19.7			
84	19.6			
85	19.4			
86	19.2			
87	19.4			
88	19.8			
89	19.7			
90	19.5			
91	19.4			
92	19.3			
93	19.5			
94	20			
95	19.7			
96	19.6			
97	19.4			
98	18.9			
99	18.6			
100	18.7			
101	10.9			
102	10.9			
103	10.9			
104	11.3			
105	19.4			
106	19.1			
107	11.3			
108	11.3			
109	11.3			
110	11.3			
111	19.4			
112	19			
113	11.1			
114	11			
115	11.1			
116	11			
117	20.6			
118	14.8			
119	14.2			
120	13.8			
121	13.4			
122	13.2			
123	21.6			
124	13.6			
125	13.2			
126	12.9			
127	12.7			
128	12.7			
129	21.8			
130	12.4			
131	12.2			
132	12			
133	11.9			
134	12.1			
135	21.8			
136	11.5			
137	11.4			
138	11.4			
139	11.4			
140	11.8			
141	21			
142	11.1			
143	11.1			
144	11			
145	11.1			
146	11.7			
147	19.8			
148	11.1			
149	11.1			
150	11			
151	11			
152	17.5			
153	17.5			
154	11.3			
155	11.3			
156	11.3			
157	11.2			
158	19.2			
159	18.8			
160	10.7			
161	10.6			
162	10.7			
163	10.7			
164	20.2			
165	19.5			
166	10.9			
167	10.9			
168	10.9			
169	11			
170	20.6			
171	14.2			
172	13.8			
173	13.5			
174	13.2			
175	13.1			
176	21.2			
177	12.6			
178	12.4			
179	12.2			
180	12			
181	12.2			
182	21.4			
183	11.3			
184	11.2			
185	11.2			
186	11.1			
187	11.7			
188	21			
189	20.7			
190	13.8			
191	13.6			
192	13.4			
193	14			
194	19.4			
195	11.3			
196	11.3			
197	11.3			
198	11.3			
199	19.2			
200	18.9			
201	11.1			
202	11.1			
203	11.1			
204	11.4			
205	19			
206	18.6			
207	11.1			
208	11.1			
209	11			
210	11.5			
211	18.5			
212	17.9			
213	11.1			
214	11.1			
215	11.1			
216	16.3			
217	16.5			
218	16			
219	15.5			
220	14.9			
221	14.5			
222	14.7			
223	15.3			
224	14.9			
225	14.4			
226	14			
227	13.8			
228	14			
229	20			
230	11.1			
231	11			
232	11			
233	11.4			
234	11.7			
235	20			
236	11.8			
237	11.6			
238	11.6			
239	12.2			
240	12.5			
241	19.6			
242	10.9			
243	10.9			
244	10.9			
245	16.1			
246	15.7			
247	15.9			
248	15.5			
249	14.9			
250	14.5			
251	14.7			
252	14.6			
253	14.9			
254	14.5			
255	14.1			
256	13.8			
257	14			
258	14.2			
259	14.4			
260	13.9			
261	13.6			
262	13.7			
263	13.6			
264	14			
265	14.1			
266	13.7			
267	13.4			
268	13.7			
269	13.5			
270	14			
271	14			
272	13.5			
273	13.2			
274	13.7			
275	13.3			
276	19			
277	12.4			
278	12.2			
279	12.1			
280	12.6			
281	12.4			
282	19.4			
283	11.3			
284	11.3			
285	11.5			
286	11.8			
287	11.7			
288	20			
289	11.1			
290	11.1			
291	11.6			
292	11.7			
293	11.8			
294	19.2			
295	11.1			
296	11.1			
297	16.3			
298	11.1			
299	11.3			
300	18.1			
301	10.9			
302	11.1			
303	21.8			
304	21.5			
305	21.4			
306	21.7			
307	21.4			
308	21.2			
309	21.2			
310	21.1			
311	21			
312	21.4			
313	21.2			
314	21			
315	20.9			
316	15.5			
