Time	Watts			
				
0	5.2		15.43133333	6.162416667
1	5.2		21.59375	
2	5.3			
3	20			
4	14.4			
5	14.2			
6	13.8			
7	13.5			
8	13.6			
9	14			
10	14.2			
11	13.9			
12	13.6			
13	13.3			
14	13.6			
15	13.8			
16	14.2			
17	13.8			
18	13.5			
19	13.1			
20	13.6			
21	13.8			
22	14			
23	13.7			
24	13.3			
25	13.1			
26	13.7			
27	13.9			
28	14			
29	13.6			
30	13.3			
31	13			
32	19.4			
33	18.9			
34	12.4			
35	12.2			
36	12			
37	11.8			
38	20			
39	19.5			
40	10.9			
41	10.8			
42	10.8			
43	10.8			
44	20.2			
45	19.6			
46	10.7			
47	10.7			
48	10.8			
49	10.8			
50	21			
51	15.2			
52	14.6			
53	14.2			
54	13.8			
55	13.7			
56	20.6			
57	13.4			
58	13.1			
59	12.9			
60	12.7			
61	12.8			
62	20.6			
63	11.8			
64	11.7			
65	11.6			
66	11.5			
67	12			
68	20.4			
69	10.7			
70	10.7			
71	10.7			
72	10.7			
73	16.3			
74	16.6			
75	16.3			
76	16.1			
77	15.4			
78	14.9			
79	15.2			
80	15.5			
81	15			
82	14.5			
83	14.1			
84	13.7			
85	14.1			
86	14.5			
87	14			
88	13.7			
89	13.3			
90	13			
91	13.6			
92	14			
93	13.6			
94	13.2			
95	12.9			
96	12.6			
97	18.5			
98	18.1			
99	10.9			
100	10.9			
101	10.9			
102	10.9			
103	19.8			
104	14.6			
105	14.1			
106	13.7			
107	13.4			
108	13.2			
109	19.8			
110	14.2			
111	13.7			
112	13.3			
113	13.1			
114	12.8			
115	20.6			
116	14			
117	13.6			
118	13.3			
119	13			
120	12.7			
121	21			
122	13.2			
123	12.9			
124	12.7			
125	12.5			
126	12.4			
127	21.6			
128	12.8			
129	12.5			
130	12.3			
131	12.2			
132	12.1			
133	22			
134	12.6			
135	12.3			
136	12.2			
137	12.1			
138	12			
139	22			
140	11.8			
141	11.6			
142	11.6			
143	11.5			
144	11.4			
145	22			
146	12			
147	11.8			
148	11.8			
149	11.7			
150	11.8			
151	22.7			
152	11.5			
153	11.4			
154	11.3			
155	11.3			
156	11.3			
157	22.5			
158	11.8			
159	11.6			
160	11.6			
161	11.5			
162	11.4			
163	22.5			
164	11.8			
165	11.7			
166	11.6			
167	11.6			
168	11.5			
169	21.6			
170	12.2			
171	12			
172	11.9			
173	11.8			
174	11.7			
175	21.8			
176	11.8			
177	11.6			
178	11.6			
179	11.6			
180	11.5			
181	22			
182	11.5			
183	11.4			
184	11.3			
185	11.3			
186	11.2			
187	22			
188	12.4			
189	12.2			
190	12			
191	11.8			
192	11.8			
193	22.2			
194	11.8			
195	11.6			
196	11.6			
197	11.6			
198	11.6			
199	21.6			
200	12.2			
201	12			
202	11.9			
203	11.8			
204	11.6			
205	21.8			
206	11.5			
207	11.4			
208	11.4			
209	11.3			
210	11.3			
211	21.8			
212	12.4			
213	12.2			
214	12.1			
215	11.9			
216	11.8			
217	22.2			
218	16.3			
219	22.5			
220	22.6			
221	22.2			
222	21.7			
223	22.1			
224	21.8			
225	21.3			
226	21			
227	20.6			
228	20.4			
229	20.8			
230	20.7			
231	20.4			
232	20.1			
233	19.9			
234	19.7			
235	20.1			
236	20.1			
237	19.9			
238	19.8			
239	19.7			
240	19.5			
241	19.9			
242	20			
243	19.8			
244	19.6			
245	19.5			
246	19.3			
247	19.7			
248	19.9			
249	19.7			
250	19.5			
251	19.4			
252	19.3			
253	19.7			
254	19.9			
255	19.7			
256	19.5			
257	19.4			
258	19.2			
259	19.6			
260	19.8			
261	19.6			
262	19.5			
263	19.4			
264	19.2			
265	19.6			
266	19.8			
267	19.7			
268	19.5			
269	19.4			
270	19.2			
271	19.6			
272	19.8			
273	19.6			
274	19.5			
275	19.3			
276	19.2			
277	19.6			
278	19.9			
279	19.7			
280	19.5			
281	19.4			
282	19.3			
283	19.6			
284	19.9			
285	19.7			
286	19.6			
287	19.4			
288	19.3			
289	19.7			
290	19.9			
291	19.7			
292	19.6			
293	19.4			
294	19.4			
295	19.7			
296	20			
297	19.8			
298	19.6			
299	19.5			
300	19.4			
301	19.8			
302	20.1			
303	20.5			
304	20.8			
305	21			
306	21.3			
307	21.8			
308	22.2			
309	22.3			
310	22.4			
311	22.4			
312	22.5			
313	22.8			
314	23.1			
315	23.1			
