Time	Watts			
				
0	6.6		16.98966667	6.790333333
1	6.2		23.78	
2	13.4			
3	19.4			
4	19.3			
5	19.1			
6	19.1			
7	19.6			
8	19.8			
9	19.6			
10	19.5			
11	19.4			
12	19.3			
13	19.9			
14	19.9			
15	19.7			
16	19.5			
17	19.4			
18	19.4			
19	19.9			
20	19.9			
21	19.8			
22	19.6			
23	19.4			
24	19.5			
25	20			
26	19.9			
27	19.7			
28	19.6			
29	19.5			
30	19.5			
31	20			
32	19.9			
33	19.7			
34	19.6			
35	19.4			
36	19.6			
37	20.1			
38	19.9			
39	19.8			
40	19.6			
41	19.5			
42	19.7			
43	20.2			
44	20			
45	19.8			
46	19.6			
47	19.5			
48	19.7			
49	20.1			
50	19.9			
51	19.7			
52	19.5			
53	19.4			
54	19.7			
55	20.1			
56	19.9			
57	19.7			
58	19.5			
59	19.4			
60	19.7			
61	20			
62	19.8			
63	19.7			
64	19.5			
65	19.3			
66	19.8			
67	20			
68	19.8			
69	19.7			
70	19.6			
71	19.5			
72	20			
73	20.2			
74	20			
75	19.8			
76	19.7			
77	19.6			
78	20.1			
79	20.1			
80	19.9			
81	19.7			
82	19.5			
83	19.6			
84	19.9			
85	20			
86	19.8			
87	19.6			
88	19.5			
89	19.6			
90	20.1			
91	20			
92	19.8			
93	19.7			
94	19.5			
95	19.7			
96	20			
97	20			
98	19.8			
99	19.6			
100	19.5			
101	19.7			
102	20.2			
103	20.1			
104	19.9			
105	19.7			
106	19.7			
107	19.8			
108	20.3			
109	20.1			
110	19.9			
111	19.7			
112	19.7			
113	19.9			
114	20.3			
115	20.1			
116	19.9			
117	19.7			
118	19.8			
119	19.9			
120	20			
121	11.1			
122	11.1			
123	11.2			
124	11.8			
125	12			
126	17.9			
127	11.3			
128	11.2			
129	11.2			
130	16.7			
131	16.5			
132	16.5			
133	11.3			
134	11.2			
135	11.4			
136	11.9			
137	17.1			
138	16.7			
139	11.1			
140	11.1			
141	11.4			
142	11.7			
143	18.5			
144	12.8			
145	12.5			
146	12.3			
147	12.8			
148	12.8			
149	20			
150	11.8			
151	11.6			
152	11.6			
153	16.7			
154	11.1			
155	20.4			
156	10.9			
157	10.9			
158	11.1			
159	11.6			
160	11.7			
161	19.4			
162	11.8			
163	11.7			
164	12			
165	12.2			
166	12.3			
167	18.3			
168	11.3			
169	11.3			
170	11.8			
171	11.9			
172	12.1			
173	17.3			
174	11.1			
175	11.1			
176	16.3			
177	15.6			
178	15.6			
179	15.6			
180	15.1			
181	14.6			
182	14.7			
183	14.3			
184	14.6			
185	14.5			
186	14.1			
187	14.1			
188	14.1			
189	13.7			
190	14.2			
191	14.1			
192	13.7			
193	13.9			
194	13.7			
195	13.3			
196	18.7			
197	11.5			
198	11.4			
199	12			
200	11.9			
201	11.8			
202	20.2			
203	11.3			
204	11.3			
205	11.9			
206	11.8			
207	11.7			
208	20.2			
209	10.7			
210	11			
211	11.4			
212	11.4			
213	11.5			
214	17.9			
215	10.5			
216	11			
217	11.1			
218	11.1			
219	11.6			
220	19			
221	10.9			
222	16.9			
223	11.1			
224	11.1			
225	20.2			
226	19.6			
227	12			
228	12.4			
229	12.3			
230	12.2			
231	12.7			
232	12.9			
233	13			
234	13.1			
235	12.9			
236	12.6			
237	17.9			
238	17.3			
239	17			
240	16.4			
241	11.1			
242	11			
243	18.7			
244	12			
245	12.5			
246	12.3			
247	12.1			
248	11.9			
249	20.4			
250	20.5			
251	21			
252	20.7			
253	20.4			
254	20.2			
255	20.6			
256	20.4			
257	20.5			
258	20.2			
259	20			
260	19.8			
261	20.2			
262	20.2			
263	20.2			
264	20			
265	19.8			
266	19.6			
267	20.1			
268	20.2			
269	20.1			
270	19.9			
271	19.7			
272	19.6			
273	20			
274	20.2			
275	20			
276	19.8			
277	19.6			
278	19.6			
279	19.9			
280	20.1			
281	20			
282	19.8			
283	19.7			
284	19.7			
285	20			
286	20.2			
287	20			
288	19.8			
289	19.6			
290	19.7			
291	20.1			
292	20.1			
293	19.9			
294	19.7			
295	19.6			
296	19.7			
297	20.1			
298	20			
299	19.8			
300	19.7			
301	19.5			
302	25.7			
303	25.6			
304	25.6			
305	25.2			
306	24.7			
307	24.4			
308	24.1			
309	24.3			
310	24.4			
311	24.1			
312	23.8			
313	23.5			
314	23.4			
315	23.5			
316	23.7			
317	23.7			
318	23.5			
319	23.2			
