Time	Watts			
				
0	7.2		15.74566667	3.514333333
1	6.8		19.26	
2	16.1			
3	16.5			
4	16.7			
5	17			
6	17.2			
7	23.5			
8	23.2			
9	22.6			
10	22			
11	21.6			
12	21.2			
13	21.6			
14	21.5			
15	21.2			
16	20.8			
17	20.6			
18	20.3			
19	20.8			
20	20.7			
21	20.5			
22	20.2			
23	20			
24	19.8			
25	20.3			
26	20.3			
27	20			
28	19.9			
29	19.7			
30	19.6			
31	20.2			
32	20.1			
33	19.9			
34	19.8			
35	19.6			
36	19.5			
37	20			
38	20			
39	19.8			
40	19.7			
41	19.5			
42	19.4			
43	20			
44	19.9			
45	19.8			
46	19.6			
47	19.5			
48	19.4			
49	20			
50	20			
51	19.8			
52	19.6			
53	19.7			
54	19.6			
55	20.2			
56	20			
57	19.9			
58	19.7			
59	19.5			
60	19.5			
61	20.1			
62	20			
63	19.9			
64	19.6			
65	19.5			
66	19.4			
67	20			
68	20			
69	19.8			
70	19.6			
71	19.7			
72	19.6			
73	20.2			
74	20.1			
75	19.9			
76	19.8			
77	19.6			
78	19.5			
79	20.1			
80	20			
81	19.9			
82	19.7			
83	19.6			
84	19.5			
85	20.1			
86	20.1			
87	19.9			
88	19.8			
89	19.6			
90	19.5			
91	20			
92	20			
93	19.8			
94	19.7			
95	19.5			
96	19.4			
97	20			
98	20			
99	19.8			
100	19.7			
101	19.5			
102	19.5			
103	20.1			
104	19.6			
105	11.3			
106	11.3			
107	11.3			
108	11.4			
109	22.2			
110	12.2			
111	12			
112	11.9			
113	11.8			
114	12			
115	22.5			
116	12			
117	11.8			
118	11.8			
119	11.7			
120	12			
121	21.4			
122	11.1			
123	11.1			
124	11.1			
125	11.1			
126	11.7			
127	20.4			
128	11.1			
129	11			
130	11			
131	11.1			
132	16.7			
133	16.9			
134	11.1			
135	11.1			
136	11.1			
137	11.1			
138	17.1			
139	17.1			
140	11.3			
141	11.3			
142	11.3			
143	11.3			
144	18.7			
145	18.4			
146	11.1			
147	11.1			
148	11.1			
149	11.1			
150	20.6			
151	15			
152	14.4			
153	14.1			
154	13.7			
155	13.3			
156	21.2			
157	13.8			
158	13.4			
159	13.2			
160	12.9			
161	12.7			
162	22			
163	13			
164	12.7			
165	12.5			
166	12.4			
167	12.4			
168	22.7			
169	16.3			
170	16			
171	15.7			
172	15.4			
173	15.1			
174	22.9			
175	13			
176	12.8			
177	12.7			
178	12.6			
179	12.6			
180	22.7			
181	12			
182	11.9			
183	12			
184	11.9			
185	12			
186	21.8			
187	10.9			
188	10.9			
189	10.9			
190	10.9			
191	11.4			
192	20.6			
193	10.9			
194	10.8			
195	10.8			
196	10.9			
197	16.1			
198	16.5			
199	11.1			
200	11.1			
201	11.1			
202	11.1			
203	17.3			
204	17.4			
205	11.1			
206	11.1			
207	11.1			
208	11			
209	18.1			
210	17.9			
211	11.3			
212	11.2			
213	11.2			
214	11.2			
215	19.8			
216	19.2			
217	10.9			
218	10.9			
219	10.9			
220	10.9			
221	20.8			
222	14.2			
223	13.8			
224	13.5			
225	13.2			
226	13.1			
227	21.4			
228	13.2			
229	12.9			
230	12.7			
231	12.5			
232	12.6			
233	21.6			
234	11.5			
235	11.4			
236	11.3			
237	11.3			
238	11.8			
239	21			
240	11.1			
241	11			
242	11			
243	11.1			
244	16.5			
245	16.8			
246	11.1			
247	11.1			
248	11.1			
249	11.1			
250	18.3			
251	18.1			
252	11.1			
253	11.1			
254	11.1			
255	11.1			
256	19.8			
257	19.3			
258	10.9			
259	10.8			
260	10.9			
261	11.1			
262	20.4			
263	14.8			
264	14.3			
265	13.8			
266	13.4			
267	13.6			
268	19.6			
269	13			
270	12.7			
271	12.5			
272	12.3			
273	12.8			
274	19.6			
275	11.1			
276	11			
277	11			
278	11.1			
279	17.5			
280	17.8			
281	11.1			
282	11.1			
283	11.1			
284	11.2			
285	16.5			
286	16.7			
287	11.3			
288	11.3			
289	11.2			
290	11.6			
291	12.1			
292	17.3			
293	10.9			
294	10.9			
295	10.9			
296	16.3			
297	16.2			
298	16.1			
299	10.9			
300	10.8			
301	10.7			
302	20.2			
303	20.5			
304	20.7			
305	20.6			
306	20.4			
307	20.3			
308	20.5			
309	20.7			
310	21			
311	20.8			
312	20.6			
313	20.5			
314	20.6			
