Time	Watts			
				
0	7.2		13.39133333	7.65077193
1	6.7		21.04210526	
2	7.3			
3	13			
4	12.7			
5	12.5			
6	12.3			
7	12.5			
8	19.2			
9	11.3			
10	11.2			
11	11.1			
12	11.1			
13	11.7			
14	19			
15	10.7			
16	10.7			
17	10.7			
18	10.8			
19	11.3			
20	18.7			
21	10.7			
22	10.7			
23	10.7			
24	10.8			
25	11.3			
26	18.7			
27	11.5			
28	11.4			
29	11.3			
30	11.3			
31	11.8			
32	18.5			
33	11.1			
34	11.1			
35	11			
36	11.1			
37	11.6			
38	18.1			
39	10.9			
40	10.8			
41	10.8			
42	10.8			
43	11.4			
44	17.9			
45	10.7			
46	10.7			
47	10.7			
48	10.7			
49	11.3			
50	17.7			
51	11.1			
52	11.1			
53	11.1			
54	11			
55	11.5			
56	17.3			
57	11.5			
58	11.4			
59	11.3			
60	11.2			
61	11.8			
62	18.3			
63	10.7			
64	10.7			
65	10.7			
66	10.7			
67	16.1			
68	16.3			
69	11.1			
70	11			
71	11			
72	11			
73	16.3			
74	16.5			
75	10.9			
76	10.9			
77	10.9			
78	10.9			
79	11.5			
80	18.3			
81	10.9			
82	10.9			
83	10.9			
84	10.9			
85	16.1			
86	16.3			
87	15.7			
88	15.1			
89	14.6			
90	14.1			
91	14.4			
92	14.8			
93	14.3			
94	13.9			
95	13.6			
96	13.2			
97	13.6			
98	14.1			
99	13.7			
100	13.3			
101	13.2			
102	13.2			
103	22.2			
104	22.3			
105	21.7			
106	21.2			
107	20.8			
108	15			
109	14.7			
110	20.6			
111	10.7			
112	10.7			
113	10.8			
114	10.8			
115	11.1			
116	20.4			
117	11.5			
118	11.8			
119	11.9			
120	11.8			
121	12.1			
122	20.4			
123	11.5			
124	11.4			
125	11.3			
126	11.2			
127	11.6			
128	19.4			
129	11.3			
130	11.2			
131	11.2			
132	11.2			
133	11.6			
134	19.8			
135	11.1			
136	11			
137	11			
138	11.1			
139	11.4			
140	19.6			
141	10.5			
142	10.5			
143	10.6			
144	10.6			
145	11			
146	19.8			
147	11.1			
148	11.5			
149	11.5			
150	11.4			
151	11.8			
152	20			
153	11.3			
154	11.2			
155	11.2			
156	11.2			
157	11.6			
158	19.6			
159	11.1			
160	11.1			
161	11.1			
162	11.1			
163	11.5			
164	19.8			
165	10.9			
166	10.9			
167	10.9			
168	11			
169	11.3			
170	19.6			
171	11.3			
172	11.2			
173	11.2			
174	11.2			
175	11.6			
176	19.2			
177	11.5			
178	11.4			
179	11.3			
180	11.3			
181	11.7			
182	20.8			
183	11.3			
184	11.2			
185	11.2			
186	11.2			
187	11.5			
188	20.2			
189	10.5			
190	10.5			
191	10.6			
192	10.6			
193	11			
194	20.4			
195	10.9			
196	10.9			
197	11			
198	10.9			
199	11.6			
200	20.2			
201	10.7			
202	10.7			
203	10.9			
204	11			
205	11.3			
206	20			
207	11.5			
208	11.4			
209	11.3			
210	11.3			
211	11.6			
212	20.4			
213	11.1			
214	11.1			
215	11			
216	11.1			
217	22.5			
218	22.7			
219	22.4			
220	11.8			
221	11.7			
222	12			
223	12.1			
224	21.4			
225	10.9			
226	10.9			
227	11			
228	11			
229	11.2			
230	21.8			
231	11.1			
232	11.1			
233	11.1			
234	11.2			
235	11.4			
236	21.8			
237	12.2			
238	12			
239	11.9			
240	11.8			
241	11.9			
242	21.8			
243	11.3			
244	11.2			
245	11.2			
246	11.2			
247	11.3			
248	22			
249	11.1			
250	11.1			
251	11.1			
252	11.1			
253	11.4			
254	21.6			
255	11.1			
256	11.1			
257	11.1			
258	11.1			
259	11.2			
260	22.2			
261	11.3			
262	11.2			
263	11.2			
264	11.2			
265	11.3			
266	22			
267	11.5			
268	11.4			
269	11.4			
270	11.4			
271	11.5			
272	21.8			
273	11.3			
274	11.2			
275	11.2			
276	11.2			
277	11.3			
278	22.2			
279	15.5			
280	15.8			
281	16.1			
282	16.2			
283	15.9			
284	24.5			
285	18.7			
286	18.6			
287	18.6			
288	18.5			
289	18.5			
290	24.1			
291	18.5			
292	18.4			
293	18.4			
294	18.4			
295	18.4			
296	19			
297	19.1			
298	19			
299	18.9			
300	18.8			
301	18.7			
302	19.3			
303	19.9			
304	20.1			
305	20.3			
306	20.5			
307	20.7			
308	21.1			
309	21.7			
310	21.7			
311	21.7			
312	21.7			
313	21.8			
314	21.9			
315	22.4			
316	22.6			
317	22.5			
318	22.4			
