Time	Watts			
				
0	7.2		16.773	4.920333333
1	0		21.69333333	
2	9.7			
3	24.5			
4	24			
5	18.3			
6	18.3			
7	18.3			
8	18.3			
9	23.5			
10	23.1			
11	22.6			
12	22			
13	21.6			
14	21.3			
15	21.6			
16	21.4			
17	21.1			
18	20.7			
19	20.4			
20	20.3			
21	20.7			
22	20.6			
23	20.4			
24	20.1			
25	19.9			
26	19.9			
27	20.3			
28	20.3			
29	20.1			
30	19.9			
31	19.7			
32	19.8			
33	20.2			
34	20.1			
35	19.9			
36	19.7			
37	19.5			
38	19.7			
39	20.2			
40	20			
41	19.8			
42	19.6			
43	19.5			
44	19.6			
45	20.1			
46	20			
47	19.8			
48	19.6			
49	19.5			
50	19.7			
51	20.2			
52	20			
53	19.8			
54	19.7			
55	19.5			
56	19.8			
57	20.2			
58	20			
59	19.8			
60	19.6			
61	19.6			
62	20			
63	20.2			
64	20			
65	19.8			
66	19.6			
67	19.7			
68	20			
69	20.2			
70	19.9			
71	19.7			
72	19.5			
73	19.6			
74	19.9			
75	20			
76	19.9			
77	19.7			
78	19.5			
79	19.7			
80	20			
81	20.1			
82	19.9			
83	19.7			
84	19.5			
85	19.7			
86	20.1			
87	20.1			
88	19.9			
89	19.8			
90	19.7			
91	19.9			
92	20.3			
93	20.2			
94	20			
95	19.8			
96	19.9			
97	20.1			
98	20.5			
99	20.3			
100	20			
101	19.9			
102	19.9			
103	20			
104	20.4			
105	20.2			
106	13.6			
107	13.2			
108	13.6			
109	13.6			
110	19			
111	11.5			
112	11.4			
113	11.4			
114	16.7			
115	16.4			
116	16.5			
117	11.1			
118	11.1			
119	11.2			
120	11.8			
121	17.3			
122	16.9			
123	11.5			
124	11.4			
125	11.7			
126	12			
127	19.6			
128	12.8			
129	12.5			
130	12.4			
131	12.8			
132	12.7			
133	20.2			
134	12.2			
135	12			
136	11.9			
137	12.5			
138	12.4			
139	19.8			
140	11.1			
141	11.1			
142	11.2			
143	16.3			
144	15.9			
145	16.2			
146	11.1			
147	11			
148	11.4			
149	11.7			
150	12.2			
151	12.7			
152	12.5			
153	12.2			
154	12.7			
155	12.6			
156	13.2			
157	13.3			
158	13.1			
159	12.8			
160	13.3			
161	13			
162	18.1			
163	17.4			
164	10.9			
165	11			
166	11.6			
167	11.5			
168	20			
169	11.1			
170	11.1			
171	11.3			
172	11.7			
173	11.6			
174	20			
175	11.5			
176	11.4			
177	11.8			
178	11.9			
179	12			
180	18.5			
181	11.1			
182	11			
183	16.5			
184	11.1			
185	11.4			
186	17.1			
187	10.9			
188	10.8			
189	15.9			
190	15.3			
191	15.4			
192	15.4			
193	14.8			
194	14.7			
195	14.6			
196	14.2			
197	14.6			
198	14.5			
199	14.1			
200	14.1			
201	13.9			
202	13.6			
203	14.2			
204	14			
205	13.5			
206	13.9			
207	13.6			
208	13.4			
209	20.4			
210	13			
211	12.7			
212	13.2			
213	12.9			
214	12.7			
215	20.2			
216	11.1			
217	11.1			
218	18.3			
219	12			
220	12			
221	19.2			
222	10.7			
223	11.1			
224	11.4			
225	11.4			
226	11.6			
227	17.5			
228	11.1			
229	11.6			
230	11.6			
231	11.6			
232	11.9			
233	12.5			
234	12.3			
235	12.8			
236	12.5			
237	12.3			
238	12.8			
239	13.1			
240	13			
241	13.3			
242	13			
243	12.8			
244	13.3			
245	13.4			
246	13.4			
247	13.5			
248	13.6			
249	20.8			
250	21.2			
251	21.1			
252	21			
253	20.8			
254	20.6			
255	20.3			
256	20.5			
257	20.4			
258	20.5			
259	20.2			
260	20			
261	19.8			
262	20.2			
263	20.1			
264	20.2			
265	20			
266	19.8			
267	19.6			
268	20.1			
269	20			
270	20.1			
271	19.9			
272	19.7			
273	19.6			
274	20			
275	20			
276	20			
277	19.8			
278	19.6			
279	19.5			
280	20			
281	20			
282	20.1			
283	19.9			
284	19.7			
285	19.7			
286	20.1			
287	20.2			
288	20			
289	19.8			
290	19.7			
291	19.7			
292	19.9			
293	20.1			
294	19.9			
295	19.7			
296	19.6			
297	19.7			
298	20			
299	20.1			
300	19.9			
301	19.8			
302	20.1			
303	20.6			
304	21.2			
305	21.6			
306	21.8			
307	21.9			
308	22			
309	22.2			
310	22.6			
311	22.9			
312	22.9			
313	22.9			
314	23			
