Time	Watts			
				
0	7.2		13.419	5.439823529
1	0		18.85882353	
2	13.6			
3	13.2			
4	13.4			
5	18.5			
6	10.7			
7	10.7			
8	10.7			
9	10.7			
10	11.3			
11	17.7			
12	11.1			
13	11			
14	11.1			
15	11.1			
16	11.7			
17	17.9			
18	11.1			
19	11.1			
20	11			
21	11			
22	16.3			
23	16.4			
24	10.9			
25	10.8			
26	10.8			
27	10.8			
28	16.1			
29	16.2			
30	10.3			
31	10.3			
32	10.4			
33	10.4			
34	16.7			
35	16.7			
36	10.3			
37	10.3			
38	10.4			
39	10.4			
40	19			
41	18.7			
42	11.3			
43	11.2			
44	11.2			
45	11.1			
46	16.7			
47	16.7			
48	11.1			
49	11			
50	11			
51	11			
52	16.7			
53	16.7			
54	10.7			
55	10.6			
56	10.6			
57	10.7			
58	16.9			
59	16.8			
60	11.3			
61	11.2			
62	11.2			
63	11.1			
64	17.3			
65	17.2			
66	10.9			
67	10.9			
68	10.9			
69	10.8			
70	16.7			
71	16.6			
72	11.1			
73	11			
74	11			
75	11			
76	17.1			
77	17			
78	10.9			
79	10.8			
80	10.8			
81	10.9			
82	17.9			
83	17.6			
84	10.9			
85	10.9			
86	10.9			
87	10.9			
88	17.5			
89	17.2			
90	10.7			
91	10.7			
92	10.7			
93	10.7			
94	17.7			
95	17.3			
96	10.9			
97	10.9			
98	10.9			
99	10.9			
100	17.9			
101	17.6			
102	11.1			
103	11			
104	11			
105	11			
106	17.9			
107	17.6			
108	11.1			
109	11			
110	10.9			
111	10.9			
112	18.3			
113	17.9			
114	10.9			
115	10.9			
116	10.9			
117	10.9			
118	18.3			
119	17.8			
120	11.3			
121	11.2			
122	11.1			
123	11.2			
124	18.7			
125	18.2			
126	11.1			
127	11			
128	11			
129	10.9			
130	19			
131	18.5			
132	10.9			
133	10.9			
134	10.9			
135	10.9			
136	18.7			
137	18.1			
138	11.1			
139	11.1			
140	11			
141	11			
142	18.5			
143	17.8			
144	10.9			
145	10.8			
146	10.8			
147	10.8			
148	19.8			
149	13.6			
150	13.2			
151	12.9			
152	12.6			
153	12.3			
154	20.2			
155	13.8			
156	13.3			
157	12.9			
158	12.6			
159	12.4			
160	20			
161	13.6			
162	13.2			
163	12.9			
164	12.7			
165	12.5			
166	20			
167	13.8			
168	13.4			
169	13			
170	12.7			
171	12.5			
172	20			
173	13.4			
174	13			
175	12.7			
176	12.5			
177	12.3			
178	19.8			
179	13.4			
180	13.1			
181	12.8			
182	12.6			
183	12.4			
184	19.8			
185	13.4			
186	13.1			
187	12.8			
188	12.6			
189	12.3			
190	20			
191	13.4			
192	13.1			
193	12.8			
194	12.6			
195	12.3			
196	20.2			
197	13.6			
198	13.2			
199	12.9			
200	12.7			
201	12.5			
202	20.6			
203	12.8			
204	12.5			
205	12.2			
206	12.1			
207	11.9			
208	20.4			
209	12.8			
210	12.5			
211	12.3			
212	12.1			
213	12.1			
214	20.8			
215	21.2			
216	21.1			
217	14.6			
218	14.1			
219	13.7			
220	19.6			
221	19			
222	11.1			
223	11.1			
224	11.1			
225	11			
226	19			
227	18.5			
228	11.1			
229	11.1			
230	11			
231	11			
232	19			
233	18.4			
234	10.9			
235	10.8			
236	10.8			
237	10.9			
238	18.7			
239	18.1			
240	11.1			
241	11.1			
242	11			
243	11			
244	19			
245	18.4			
246	10.9			
247	10.9			
248	10.9			
249	10.9			
250	19			
251	18.4			
252	11.1			
253	11			
254	11			
255	11			
256	19.2			
257	18.6			
258	10.7			
259	10.7			
260	10.6			
261	10.6			
262	19			
263	18.4			
264	10.9			
265	10.8			
266	10.8			
267	10.9			
268	18.7			
269	18.2			
270	10.9			
271	10.9			
272	10.9			
273	10.8			
274	18.5			
275	17.9			
276	10.5			
277	10.5			
278	10.5			
279	10.6			
280	18.3			
281	17.8			
282	11.1			
283	11			
284	11			
285	11			
286	19.2			
287	18.6			
288	10.7			
289	10.7			
290	10.6			
291	10.6			
292	19.4			
293	14.2			
294	13.7			
295	13.3			
296	13			
297	12.7			
298	19.6			
299	14			
300	13.6			
301	13.3			
302	13.2			
303	19.4			
304	19.8			
305	20.2			
306	20.1			
307	20			
308	19.9			
309	19.8			
310	20			
311	20.5			
312	20.4			
313	20.2			
314	20.2			
315	20.1			
316	19.9			
