Time	Watts			
				
0	7		15.01866667	5.387215686
1	0		20.40588235	
2	8.7			
3	23.1			
4	22.8			
5	22.2			
6	21.7			
7	21.4			
8	21.4			
9	21.4			
10	21.3			
11	21			
12	20.6			
13	20.5			
14	20.5			
15	20.7			
16	20.6			
17	20.3			
18	20.1			
19	20.1			
20	20			
21	20.4			
22	20.2			
23	20			
24	19.8			
25	19.9			
26	19.9			
27	20.2			
28	20			
29	19.9			
30	19.7			
31	19.9			
32	19.7			
33	20.1			
34	20			
35	19.8			
36	19.6			
37	19.8			
38	19.6			
39	20.1			
40	19.9			
41	19.7			
42	19.7			
43	19.7			
44	19.5			
45	20			
46	19.9			
47	19.7			
48	19.7			
49	19.7			
50	19.7			
51	20			
52	19.8			
53	19.6			
54	19.7			
55	19.7			
56	19.6			
57	20			
58	19.7			
59	19.6			
60	19.8			
61	19.6			
62	19.6			
63	20			
64	19.7			
65	19.6			
66	19.8			
67	19.6			
68	19.5			
69	19.8			
70	13.6			
71	13.3			
72	13.6			
73	13.3			
74	13.4			
75	13.9			
76	13.5			
77	13.4			
78	13.6			
79	13.2			
80	13.5			
81	13.8			
82	13.4			
83	13.5			
84	13.4			
85	13.1			
86	13.8			
87	13.7			
88	13.4			
89	13.7			
90	13.4			
91	13.2			
92	18.5			
93	12.8			
94	12.6			
95	13			
96	12.8			
97	12.6			
98	19.8			
99	11.8			
100	11.9			
101	12.3			
102	12.1			
103	11.9			
104	20.2			
105	11.1			
106	11.4			
107	11.7			
108	11.6			
109	11.6			
110	19.6			
111	10.7			
112	11.3			
113	11.3			
114	11.2			
115	11.5			
116	17.9			
117	11.1			
118	11.7			
119	11.6			
120	11.5			
121	11.9			
122	12.5			
123	12.4			
124	12.8			
125	12.6			
126	12.4			
127	12.8			
128	13.1			
129	13.1			
130	13.3			
131	13			
132	12.7			
133	13.3			
134	13.4			
135	13.6			
136	13.5			
137	13.1			
138	12.8			
139	13.4			
140	13.4			
141	13.8			
142	13.4			
143	13.1			
144	12.8			
145	19.2			
146	12.6			
147	13			
148	12.8			
149	12.5			
150	12.3			
151	20			
152	12.6			
153	12.8			
154	12.6			
155	12.4			
156	12.2			
157	19.8			
158	14.2			
159	14			
160	13.7			
161	13.3			
162	13.2			
163	23.7			
164	16.1			
165	15.5			
166	15			
167	14.5			
168	14.1			
169	19.8			
170	19.4			
171	10.7			
172	10.7			
173	10.6			
174	10.8			
175	19.8			
176	19.2			
177	10.7			
178	10.7			
179	10.7			
180	11			
181	20.4			
182	13.6			
183	13.2			
184	12.9			
185	12.7			
186	12.8			
187	20.4			
188	12.2			
189	12			
190	11.9			
191	11.7			
192	12.2			
193	20			
194	11.3			
195	11.2			
196	11.2			
197	11.2			
198	16.7			
199	16.9			
200	11.1			
201	11			
202	11			
203	11			
204	17.9			
205	17.8			
206	11.8			
207	11.6			
208	11.5			
209	11.4			
210	18.5			
211	18.2			
212	10.9			
213	10.9			
214	10.9			
215	16.3			
216	16.8			
217	16.9			
218	10.9			
219	10.9			
220	10.9			
221	10.9			
222	18.1			
223	17.8			
224	11.3			
225	11.3			
226	11.2			
227	11.2			
228	18.7			
229	18.3			
230	11.3			
231	11.2			
232	11.2			
233	11.1			
234	18.1			
235	17.7			
236	10.9			
237	10.9			
238	10.9			
239	10.8			
240	19.4			
241	18.8			
242	13			
243	12.7			
244	12.5			
245	13.1			
246	23.5			
247	23.4			
248	13.4			
249	13			
250	12.9			
251	12.7			
252	18.3			
253	18			
254	11.5			
255	11.4			
256	11.4			
257	11.3			
258	18.3			
259	18			
260	11.5			
261	11.4			
262	11.5			
263	11.4			
264	18.7			
265	18.3			
266	12			
267	11.8			
268	11.7			
269	11.5			
270	19			
271	18.6			
272	10.7			
273	10.7			
274	10.7			
275	10.7			
276	18.7			
277	18.3			
278	11.1			
279	11.1			
280	11.1			
281	11.1			
282	18.5			
283	18.2			
284	11.1			
285	11.1			
286	11.1			
287	11.1			
288	18.3			
289	18			
290	11.1			
291	11.1			
292	11			
293	11			
294	18.1			
295	17.8			
296	11.1			
297	11.1			
298	11			
299	11			
300	17.7			
301	17.5			
302	17			
303	17.4			
304	17.6			
305	17.8			
306	18.4			
307	23.9			
308	23.3			
309	22.8			
310	22.4			
311	22			
312	21.9			
313	22.2			
314	22			
315	21.7			
316	21.3			
